,ID,CT_CS,CT_Temp,CT_RT,log_CT_CS,LMP,LMP_Model,Prediction,diff
106,9Cr-025,150.0,575.0,21804.2,5.0106352940962555,21.562134502548915,22.183600431358354,7398.611154829553,14405.588845170449
107,9Cr-025,160.0,600.0,779.1,5.075173815233827,21.33658757270319,21.14907370787865,1064.9280480850778,-285.82804808507774
108,9Cr-025,140.0,600.0,3773.9,4.941642422609304,21.803248337679292,22.095708600571832,2317.9314649502276,1455.9685350497725
109,9Cr-025,120.0,600.0,16442.7,4.787491742782046,22.341968654721533,22.978772196697737,5689.044871164951,10753.65512883505
110,9Cr-025,110.0,600.0,26545.2,4.700480365792417,22.64605292246958,23.26615259509555,9443.715426185856,17101.484573814145
111,9Cr-025,100.0,600.0,46910.5,4.605170185988092,22.979139551338662,23.60778814946088,16452.770252737777,30457.729747262223
112,9Cr-025,80.0,600.0,81882.1,4.382026634673881,23.75897370351128,23.942011475517596,60353.41028568559,21528.689714314416
113,9Cr-025,140.0,625.0,314.1,4.941642422609304,21.803248337679292,21.46251761187846,541.7911352357007,-227.6911352357007
114,9Cr-025,120.0,625.0,1657.6,4.787491742782046,22.341968654721533,22.502151765328815,1282.8418292937154,374.75817070628455
115,9Cr-025,100.0,625.0,6909.5,4.605170185988092,22.979139551338662,23.394355829815296,3555.697443667582,3353.802556332418
116,9Cr-025,90.0,625.0,14590.4,4.499809670330265,23.34734973673988,23.86152239352521,6408.89921810507,8181.50078189493
117,9Cr-025,80.0,625.0,26501.5,4.382026634673881,23.75897370351128,24.234545866629315,12382.520910280025,14118.979089719975
118,9Cr-025,70.0,625.0,41856.2,4.248495242049359,24.22563446848738,24.520194990971156,26126.316415792513,15729.883584207484
