,Fe,C,Cr,Mn,Si,Ni,Co,Mo,W,Nb,Al,P,Cu,Ti,Ta,V,B,N,O,S,Zr,Homo,Weighted_AN,log_CT_CS
9Cr-054_22,0.0,0.0,0.0,-0.12799351157663869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9Cr-052_21,0.0,0.0,0.0,-0.12799351157663869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9Cr-047_14,0.0,0.0,0.0,-0.12799351157663869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9Cr-060_21,0.0,0.0,0.0,-0.12799351157663869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-68.33375104014486
9Cr-047_8,0.0,0.0,0.0,-0.12799351157663869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.610058571929387
9Cr-077_8,0.0,0.0,0.0,-0.12799351157663869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.925007371710121
9Cr-027_6,0.0,0.0,0.0,-2.9333995292796975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.304879175577923
9Cr-031_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42.33723929173856
9Cr-075_28,0.0,0.0,0.0,-0.12799351157663869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.610058571929387
9Cr-066_15,0.0,0.0,0.0,-0.12799351157663869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.925007371710121
9Cr-071_21,0.0,0.0,0.0,-2.9333995292796975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.304879175577923
9Cr-077_17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42.33723929173856
9Cr-045_20,0.0,0.0,0.0,-1.4037000652640934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.6534339960961937
9Cr-050_9,0.0,0.0,0.0,-1.533613472127113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.596428007341371
9Cr-036_20,0.0,0.0,0.0,-1.0484770489702229,0.0,-0.058545630900700696,0.0,0.0,2.68730994799422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.734613241518616
9Cr-028_12,0.0,0.0,0.0,-1.4241772526629766,0.0,0.3116314646361158,0.0,0.0,2.687309947994862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.393187568869841
9Cr-036_11,0.0,0.0,0.0,-2.5612988253098647,0.0,0.24658915793034655,0.0,0.0,1.204640273603033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6608724673393268
9Cr-037_19,0.0,0.0,0.0,-2.9333995292796975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.304879175577923
9Cr-035_3,0.0,0.0,0.0,-1.533613472127113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.596428007341371
9Cr-058_30,0.0,0.0,0.0,-2.5612988253098647,0.0,0.24658915793034655,0.0,0.0,1.204640273603033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6608724673393268
9Cr-072_24,0.0,0.0,0.0,-1.5871531183042002,0.0,0.8801485719447213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.304909500176077
9Cr-065_25,0.0,0.0,0.0,-2.013096130952957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.927932507972074
9Cr-024_7,0.0,0.0,0.0,-2.0130961309526016,0.0,-0.8661073937741657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.22761903215087
9Cr-033_5,0.0,0.0,0.0,-0.37047874758863336,0.0,0.6349806740844871,0.0,0.0,1.204640273603033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.131961879181322
9Cr-060_5,0.0,0.0,0.0,-1.5871531183042002,0.0,0.8801485719447213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.304909500176077
9Cr-035_24,0.0,0.0,0.0,-2.013096130952957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.927932507972074
9Cr-068_5,0.0,0.0,0.0,2.6473034031630482,0.0,-0.8661073937741657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6232093862864704
9Cr-065_11,0.0,0.0,0.0,2.6473034031630482,0.0,-0.8661073937741657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6232093862864704
9Cr-079_50,0.0,0.0,0.0,3.0468979054600904,0.0,-0.20529908290034582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9Cr-027_14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.054667278852273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18302171296032388,0.0
9Cr-067_14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.054667278852273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18302171296032388,0.0
9Cr-048_23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.054667278852273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18302171296032388,0.0
9Cr-074_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8321628496545883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18302171296032388,-73.72502114525695
9Cr-029_24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8321628496545883,1.6550382064217286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6680021332090216,-4.031912185858172
9Cr-052_8,0.0,0.0,0.0,0.0,8.121484523021806,0.0,0.0,1.5080348063875315,1.6550382064214015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1624930328530507,-9.84565163484561
9Cr-069_19,0.0,0.0,0.0,0.0,5.496981281196796,0.0,0.0,-0.3230501798466686,1.6550382064214015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5036726123303897,-24.158165928401885
9Cr-077_24,0.0,0.0,0.0,0.0,5.083685314088644,0.0,0.0,2.7992509480610592,1.6550382064214015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32.41344177777812
9Cr-048_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0956439508323035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.850805729295438
9Cr-082_49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8321628496545883,1.6550382064217286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6680021332090216,-4.031912185858172
9Cr-082_47,0.0,0.0,0.0,0.0,8.121484523021806,0.0,0.0,1.5080348063875315,1.6550382064214015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1624930328530507,-9.84565163484561
9Cr-026_46,0.0,0.0,0.0,0.0,5.496981281196796,0.0,0.0,-0.3230501798466686,1.6550382064214015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5036726123303897,-24.158165928401885
9Cr-061_18,0.0,0.0,0.0,0.0,5.083685314088644,0.0,0.0,2.7992509480610592,1.6550382064214015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32.41344177777812
9Cr-028_22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0956439508323035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.850805729295438
9Cr-082_46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0261160525738133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17127673464232035,-15.164765521628594
9Cr-044_14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5489092972088059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1352173535411267,-44.03015853424211
9Cr-024_34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.849159101447888,0.09718040788375344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1352173535411267,2.869180309288396
9Cr-082_48,0.0,0.0,0.0,0.0,0.38212698067769413,0.0,0.0,-0.9337475726646545,0.4696250095135233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.182579428254643
9Cr-038_50,0.0,0.0,0.0,0.0,5.496981281196796,0.0,0.0,-0.3230501798466686,1.6550382064214015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5036726123303897,-24.158165928401885
9Cr-064_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0261160525738133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17127673464232035,-15.164765521628594
9Cr-062_27,0.0,0.0,0.0,0.0,0.38212698067769413,0.0,0.0,-0.9337475726646545,0.4696250095135233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.182579428254643
9Cr-030_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6653069557079521,-2.0334993576507308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.658858063807408
9Cr-051_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5034611816058394,-2.1282405189264306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42.10474509338588
9Cr-067_25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9446763719759251,-2.1282405189257765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.7358443971027295
9Cr-072_8,0.0,0.0,0.0,0.0,0.38212698067769413,0.0,0.0,-4.673301128461034,0.4696250095135233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.13989014645203
9Cr-026_41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6653069557079521,-2.0334993576507308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.658858063807408
9Cr-060_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9446763719759251,-2.1282405189257765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.7358443971027295
9Cr-075_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9977480410298012,-2.8788002534073254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8766397892052364
9Cr-055_13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9977480410298012,-2.8788002534073254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8766397892052364
9Cr-025_35,0.0,0.0,0.0,0.0,-6.041405760997885,0.0,0.0,-1.1768491004298256,-3.6197999469892377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9Cr-051_21,0.0,0.0,-1.3178103767308298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9Cr-038_3,0.0,0.0,-1.3178103767308298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9Cr-032_23,0.0,0.0,-1.3178103767308298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9Cr-068_17,0.0,0.0,-0.3237988828894209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.79019327417925
9Cr-038_15,0.0,0.0,-0.48188583017622194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.755248837815039
9Cr-027_25,0.0,0.0,-0.48188583017622194,0.0,0.0,0.0,0.0,0.0,1.0558162782184461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9995536485424126,-10.191421998443479
9Cr-058_37,0.0,0.0,-0.6752257953859402,0.0,0.0,0.0,0.0,-0.8033698776160807,1.0558162782174918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9995536485424126,-33.25671448757294
9Cr-071_20,0.0,0.0,-0.0641302904897098,0.0,0.0,0.0,0.0,0.0,0.19767674937552143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0498541540645
9Cr-049_15,0.0,0.0,-0.8128683520176343,0.0,0.0,0.0,0.0,0.0,-4.7035626709658995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.380615095610597
9Cr-043_7,0.0,0.0,-0.48188583017622194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.755248837815039
9Cr-059_15,0.0,0.0,-0.48188583017622194,0.0,0.0,0.0,0.0,0.0,1.0558162782184461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9995536485424126,-10.191421998443479
9Cr-073_1,0.0,0.0,-0.6752257953859402,0.0,0.0,0.0,0.0,-0.8033698776160807,1.0558162782174918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9995536485424126,-33.25671448757294
9Cr-079_57,0.0,0.0,-0.9713067854862243,0.0,0.0,0.0,0.0,0.0,0.19767674937552143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.893149177712715
9Cr-051_8,0.0,0.0,-0.0641302904897098,0.0,0.0,0.0,0.0,0.0,0.19767674937552143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0498541540645
9Cr-058_0,0.0,0.0,-0.8128683520176343,0.0,0.0,0.0,0.0,0.0,-4.7035626709658995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.380615095610597
9Cr-071_31,0.0,0.0,-0.8128683520176343,0.0,0.0,0.0,0.0,0.0,-3.7890367441049158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28.782970880813494
9Cr-052_14,0.0,0.0,-0.4515677789992711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.411803778587491
9Cr-070_24,0.0,0.0,-1.0791349702397228,0.0,0.0,0.0,0.0,-0.5776010242124456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.357253941038919
9Cr-046_20,0.0,0.0,-0.028946459664845256,0.0,0.0,0.0,0.0,-0.9085145229644672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6629473991884498
9Cr-028_25,0.0,0.0,-0.6752257953859402,0.0,0.0,0.0,0.0,-0.8033698776160807,1.0558162782174918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9995536485424126,-33.25671448757294
9Cr-026_47,0.0,0.0,-0.8128683520176343,0.0,0.0,0.0,0.0,0.0,-4.7035626709658995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.380615095610597
9Cr-034_12,0.0,0.0,-1.0791349702397228,0.0,0.0,0.0,0.0,-0.5776010242124456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.357253941038919
9Cr-046_14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050732974372146626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.525682184898365
9Cr-064_21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.738060701519113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.288098914482481,-0.6500875415347535
9Cr-035_59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.738060701519113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.288098914482779,0.0
9Cr-029_27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08819442564888014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39736172041616785,-3.8040326067729304
9Cr-052_20,0.0,0.0,-0.028946459664845256,0.0,0.0,0.0,0.0,-0.9085145229644672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6629473991884498
9Cr-049_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050732974372146626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.525682184898365
9Cr-044_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.738060701519113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.288098914482481,-0.6500875415347535
9Cr-061_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08819442564888014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39736172041616785,-3.8040326067729304
9Cr-059_39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08819442564888014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39736172041616785,-3.8040326067729304
9Cr-051_15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08819442564888014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.296577010861617,0.0
9Cr-055_41,0.0,0.0,0.0,0.0,-0.7275822151144256,0.0,0.0,0.0,0.47468457096668537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.296577010861617,6.0064299039107105
9Cr-071_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.689211307735503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9Cr-067_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.689211307735503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9Cr-027_28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.689211307735503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9Cr-027_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.229845536973511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-66.0951019354769
9Cr-063_13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.229845536973114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.605947842304732
9Cr-059_45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.229845536973114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.19565101758728
9Cr-025_27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3071325674609539,2.2429485403215748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-36.3552760793767
9Cr-053_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2037640671615109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.296294457725837
9Cr-054_16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6468385281133937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.425660804724348
9Cr-069_11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.229845536973114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.605947842304732
9Cr-048_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.229845536973114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.19565101758728
9Cr-025_21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3071325674609539,2.2429485403215748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-36.3552760793767
9Cr-048_22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4593657707627865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.78428174439487
9Cr-066_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2037640671615109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.296294457725837
9Cr-030_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6468385281133937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.425660804724348
9Cr-066_1,0.0,0.0,0.0,0.0,0.0,-0.058545630900700696,0.0,3.5545885456069617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30.001698496450206
9Cr-031_1,0.0,0.0,0.0,0.0,0.0,-0.058545630900700696,0.0,3.5545885456069617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30.001698496450206
9Cr-064_1,0.0,0.0,0.0,0.0,0.0,0.3116314646361158,0.0,1.6399761336479564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.335060577823676
9Cr-064_23,0.0,0.0,0.0,0.0,0.0,0.3116314646361158,0.0,1.6399761336479564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.335060577823676
9Cr-060_26,0.0,0.0,0.0,0.0,0.0,0.6349806740844871,0.0,1.5611653070941116,-5.005601183625353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.120422215116293
9Cr-069_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3071325674609539,2.2429485403215748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-36.3552760793767
9Cr-076_26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6468385281133937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.425660804724348
9Cr-049_20,0.0,0.0,0.0,0.0,0.0,0.24658915793034655,0.0,0.6468544622827205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.909114590999867
9Cr-076_19,0.0,0.0,0.0,0.2429706867739399,0.0,0.8801485719447213,0.0,3.4370374060928386,2.656578368030357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.41513592678519
