,Fe,C,Cr,Mn,Si,Ni,Co,Mo,W,Nb,Al,P,Cu,Ti,Ta,V,B,N,O,S,Zr,Homo,Weighted_AN,log_CT_CS
9Cr-027_12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-35.54588864747903
9Cr-055_39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20180474555949085,-44.996082426071396
9Cr-055_20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15905826813454993,-55.32639674764503
9Cr-070_14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15905826813454993,-3.5302817906578174
9Cr-060_16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15905826813454993,-55.32639674764503
9Cr-058_34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15905826813454993,-3.5302817906578174
9Cr-082_37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15905826813454993,27.39602357118535
9Cr-079_30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6227445326895455,-54.77393162452764
9Cr-038_46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4039847314866667,0.5387850790251751
9Cr-062_19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.014940108115763
9Cr-059_21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.546957131253706
9Cr-025_14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20180474555949085,-44.996082426071396
9Cr-055_34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15905826813454993,-3.5302817906578174
9Cr-038_33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15905826813454993,27.39602357118535
9Cr-038_32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4039847314866667,0.5387850790251751
9Cr-048_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8364000811338363,-15.629743519435362
9Cr-029_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6367550931956343,-37.51042245350812
9Cr-079_11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5891482582338659,-12.314871478273869
9Cr-072_12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4039847314866667,0.5387850790251751
9Cr-035_37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8364000811338363,-15.629743519435362
9Cr-045_18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6367550931956343,-37.51042245350812
9Cr-067_21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1132921806681135,-8.59571160818913
9Cr-032_26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7895765928230094,-28.32225915246075
9Cr-050_19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8458691004161936,-131.50607242153376
9Cr-059_11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15905826813454993,27.39602357118535
9Cr-076_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4039847314866667,0.5387850790251751
9Cr-069_22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8364000811338363,-15.629743519435362
9Cr-026_22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6367550931956343,-37.51042245350812
9Cr-077_20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1132921806681135,-8.59571160818913
9Cr-033_12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7895765928230094,-28.32225915246075
9Cr-077_27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8458691004161936,-12.663553481795514
9Cr-036_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8458691004161936,-131.50607242153376
9Cr-037_23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8458691004161936,0.0
9Cr-082_11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8458691004161936,1.9780911614270533
9Cr-063_18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8458691004161936,-6.641149687264914
9Cr-082_22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1132921806681135,-8.59571160818913
9Cr-035_27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8458691004161936,-12.663553481795514
9Cr-062_20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8458691004161936,-131.50607242153376
9Cr-070_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8458691004161936,1.9780911614270533
9Cr-061_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8458691004161936,-6.641149687264914
9Cr-069_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8458691004161936,6.977599765615709
9Cr-078_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5891482582338659,-12.314871478273869
9Cr-066_18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7895765928230094,-28.32225915246075
9Cr-034_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8458691004161936,24.909583622720735
9Cr-030_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8458691004161936,0.0
9Cr-082_23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8458691004161936,1.9780911614270533
9Cr-073_13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8458691004161936,-6.641149687264914
9Cr-060_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8458691004161936,6.977599765615709
9Cr-076_16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8458691004161936,0.0
9Cr-036_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9Cr-061_21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8458691004161936,24.909583622720735
9Cr-065_14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8458691004161936,1.9780911614270533
9Cr-036_15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8458691004161936,-6.641149687264914
9Cr-028_15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8458691004161936,6.977599765615709
9Cr-060_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8458691004161936,0.0
9Cr-074_13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9Cr-051_19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9Cr-075_13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37.082598840216825
9Cr-082_13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6704943887567921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.56466637230551
9Cr-074_23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.36716050168456993,0.4904214789190902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3832788722624114,0.0,0.0,0.0,0.0,0.0,6.12948820489385
9Cr-029_16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2248329114833,0.4904214789190902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.316231413239136,0.0,0.0,0.0,0.0,0.0,-16.519731784201205
9Cr-026_14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.080717132273058,0.24676003302566948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8479783473921358,0.0,0.0,0.0,0.0,0.0,-1.1710283644435808
9Cr-073_21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8675121856700607,0.487815911965467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.620156689381344,0.0,0.0,0.0,0.0,0.0,4.529311178711167
9Cr-073_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.080717132273058,0.24676003302566948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8479783473921358,0.0,0.0,0.0,0.0,0.0,-1.1710283644435808
9Cr-043_26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8675121856700607,0.487815911965467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.620156689381344,0.0,0.0,0.0,0.0,0.0,4.529311178711167
9Cr-060_31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2480627189950368,1.0950345340648027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.849628570572589,0.0,0.0,0.0,0.0,0.0,-22.19031700361536
9Cr-077_12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1952278205321463,2.4776271122776157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6728853113902371,0.0,0.0,0.0,0.0,0.0,-14.168876276457738
9Cr-033_21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11808081795832082,2.4776271122770828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2618151601941508,0.0,0.0,0.0,0.0,0.0,-27.912956152938516
9Cr-079_21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2480627189950368,1.0950345340648027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.849628570572589,0.0,0.0,0.0,0.0,0.0,-22.19031700361536
9Cr-058_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1952278205321463,2.4776271122776157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6728853113902371,0.0,0.0,0.0,0.0,0.0,-14.168876276457738
9Cr-068_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11808081795832082,2.4776271122770828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2618151601941508,0.0,0.0,0.0,0.0,0.0,-27.912956152938516
9Cr-082_44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9986987153424205,-0.0007156260328543294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.374201375375108,0.0,0.0,0.0,0.0,0.0,-82.61052530793017
9Cr-033_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6543925242156357,-0.0007156260328543294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9Cr-038_24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7621863170127045,2.477627112277349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2618151601941508,0.0,0.0,0.0,0.0,0.0,-11.490700431615483
9Cr-071_25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9986987153424205,-0.0007156260328543294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.374201375375108,0.0,0.0,0.0,0.0,0.0,-82.61052530793017
9Cr-037_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6543925242156357,-2.967149283133442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39466543979628776,0.0,0.0,0.0,0.0,0.0,-2.168707460261001
9Cr-032_20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.566004956625613,-2.148285716896316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.072056957646681,0.0,0.0,0.0,0.0,0.0,-11.153488938509724
9Cr-070_13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6543925242156357,-0.0007156260328543294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9Cr-078_23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6543925242156357,-2.967149283133442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39466543979628776,0.0,0.0,0.0,0.0,0.0,-2.168707460261001
9Cr-055_11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.566004956625613,-2.148285716896316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.072056957646681,0.0,0.0,0.0,0.0,0.0,-11.153488938509724
9Cr-066_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.566004956625613,-2.148285716896316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1075797885203094,0.0,0.0,0.0,0.0,0.0,4.0077117484732945
9Cr-069_15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.566004956625613,-0.42346801206965423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7129143487240215,0.0,0.0,0.0,0.0,0.0,0.0
9Cr-030_12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07835598486932734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5678668181675782,0.0,0.0,0.0,0.0,-27.071469713579102,-37.12530207957013
9Cr-078_24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3789476117659756,-10.427079595903065
9Cr-075_24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3789476117659756,-19.28419323943625
9Cr-050_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.48028702547761914,11.53612633366694
9Cr-049_18,-0.5242358779289475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3733078881054888,2.7256176153409584
9Cr-059_36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.48028702547761914,11.53612633366694
9Cr-038_38,-0.5242358779289475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3733078881054888,2.7256176153409584
9Cr-032_6,-0.5242358779289475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5372083039345634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.132430540797202,-8.471667681677795
9Cr-047_4,-0.5242358779289475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.926148586025546,0.0,0.0,0.0,0.0,0.0,0.0,0.9498717353522947,0.0,0.0,0.0,0.0,0.0,0.0,0.4082390316158712,-20.529771746438897
9Cr-073_27,-0.9787867419402532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.255902926755155,0.0,0.0,0.0,0.0,0.0,0.0,-1.8329659100797213,0.0,0.0,0.0,0.0,0.0,0.0,-1.3303220838696963,-28.21496927863659
9Cr-033_16,-0.5242358779289475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5372083039345634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.132430540797202,-8.471667681677795
9Cr-055_18,-0.5242358779289475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.926148586025546,0.0,0.0,0.0,0.0,0.0,0.0,0.9498717353522947,0.0,0.0,0.0,0.0,0.0,0.0,0.4082390316158712,-20.529771746438897
9Cr-045_4,-0.9787867419402532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.255902926755155,0.0,0.0,0.0,0.0,0.0,0.0,-1.8329659100797213,0.0,0.0,0.0,0.0,0.0,0.0,-1.3303220838696963,-28.21496927863659
9Cr-038_17,1.824047196208974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8193466687568798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5746350684853065,-46.19043222730738
9Cr-074_4,0.8508427563196349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8193466687568798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4107415352027783,0.0
9Cr-031_4,-0.5242358779289475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5939042172449147,0.0,0.0,0.0,0.0,0.0,0.0,0.9498717353520283,0.0,0.0,0.0,0.0,0.0,0.0,-1.3871426971802219,-22.096413818797217
9Cr-024_14,1.824047196208974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8193466687568798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5746350684853065,-46.19043222730738
9Cr-055_9,0.8508427563196349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7085417957449978,0.0,0.0,0.0,0.0,0.0,0.0,1.0089577706581847,0.0,0.0,0.0,0.0,0.0,0.0,3.0662547343193474,-4.349502729652878
9Cr-025_17,0.8508427563196349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.306164229560782,0.0,0.0,0.0,0.0,0.0,0.0,2.303223190586531,0.0,0.0,0.0,0.0,0.0,0.0,0.37550317168470904,-26.76283563247188
9Cr-052_11,0.8508427563196349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8193466687568798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4107415352027783,0.0
9Cr-059_30,0.8508427563196349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7085417957449978,0.0,0.0,0.0,0.0,0.0,0.0,1.0089577706581847,0.0,0.0,0.0,0.0,0.0,0.0,3.0662547343193474,-4.349502729652878
9Cr-043_19,0.8508427563196349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.306164229560782,0.0,0.0,0.0,0.0,0.0,0.0,2.303223190586531,0.0,0.0,0.0,0.0,0.0,0.0,0.37550317168470904,-26.76283563247188
9Cr-067_10,0.08098762333012073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1728275109921396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24719742013314083,8.520099532767759
9Cr-082_43,3.028833632211138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1728275109921396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24719742013314083,0.0
9Cr-034_20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.894301398447965
9Cr-062_18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-36.82642425667367
9Cr-036_19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.723266145783956
9Cr-079_40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30.442466965522584
9Cr-067_20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.20357830680803
9Cr-034_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44.26041459719556
9Cr-075_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82851146580139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.969181652998362
9Cr-029_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82851146580139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.641918441618635
9Cr-031_27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82851146580139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.969181652998362
9Cr-076_15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82851146580139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.597078622210159
9Cr-037_13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6001440379603084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.60251582533373
