ID,Fe,C,Cr,Mn,Si,Ni,Co,Mo,W,Nb,Al,P,Cu,Ti,Ta,Hf,Re,V,B,N,O,S,Homo,Normal,Temper1,Temper2,Temper3,AGS No.,AGS,TT Temp,YS,UTS,Elong,RA,CT Temp,CS,RT,EL,RA_2,MCR,0.1% CS,0.2% CS,0.5% CS,1.0% CS,2.0% CS,5.0% CS,TTC
25,89.139,0.09,8.51,0.45,0.34,0.2,,0.9,,0.076,0.02,0.001,0.026,,,,,0.205,,0.042,,0.001,0,1050,760,,,9.3,5042.76751706078,,,,,,650,110,325.7,35,95,,,,,,,,
25,89.139,0.09,8.51,0.45,0.34,0.2,,0.9,,0.076,0.02,0.001,0.026,,,,,0.205,,0.042,,0.001,0,1050,760,,,9.3,5042.76751706078,,,,,,650,100,831.1,26,92,,,,,,,,
25,89.139,0.09,8.51,0.45,0.34,0.2,,0.9,,0.076,0.02,0.001,0.026,,,,,0.205,,0.042,,0.001,0,1050,760,,,9.3,5042.76751706078,,,,,,650,80,6053.2,24,86,,,,,,,,
25,89.139,0.09,8.51,0.45,0.34,0.2,,0.9,,0.076,0.02,0.001,0.026,,,,,0.205,,0.042,,0.001,0,1050,760,,,9.3,5042.76751706078,,,,,,650,70,13031.9,19,77,,,,,,,,
25,89.139,0.09,8.51,0.45,0.34,0.2,,0.9,,0.076,0.02,0.001,0.026,,,,,0.205,,0.042,,0.001,0,1050,760,,,9.3,5042.76751706078,,,,,,650,60,27727.9,13,36,,,,,,,,
25,89.139,0.09,8.51,0.45,0.34,0.2,,0.9,,0.076,0.02,0.001,0.026,,,,,0.205,,0.042,,0.001,0,1050,760,,,9.3,5042.76751706078,,,,,,650,50,50756.4,10,51,,,,,,,,
25,89.139,0.09,8.51,0.45,0.34,0.2,,0.9,,0.076,0.02,0.001,0.026,,,,,0.205,,0.042,,0.001,0,1050,760,,,9.3,5042.76751706078,,,,,,650,40,67429,25,75,2.2E-05,,,,,,,
25,89.139,0.09,8.51,0.45,0.34,0.2,,0.9,,0.076,0.02,0.001,0.026,,,,,0.205,,0.042,,0.001,0,1050,760,,,9.3,5042.76751706078,,,,,,650,35,76251.4,61,92,1.5E-05,,,,,,,
25,89.139,0.09,8.51,0.45,0.34,0.2,,0.9,,0.076,0.02,0.001,0.026,,,,,0.205,,0.042,,0.001,0,1050,760,,,9.3,5042.76751706078,,,,,,700,60,413,28,93,,,,,,,,
25,89.139,0.09,8.51,0.45,0.34,0.2,,0.9,,0.076,0.02,0.001,0.026,,,,,0.205,,0.042,,0.001,0,1050,760,,,9.3,5042.76751706078,,,,,,700,50,1255,38,88,,,,,,,,
25,89.139,0.09,8.51,0.45,0.34,0.2,,0.9,,0.076,0.02,0.001,0.026,,,,,0.205,,0.042,,0.001,0,1050,760,,,9.3,5042.76751706078,,,,,,700,40,3129.9,24,81,,,,,,,,
25,89.139,0.09,8.51,0.45,0.34,0.2,,0.9,,0.076,0.02,0.001,0.026,,,,,0.205,,0.042,,0.001,0,1050,760,,,9.3,5042.76751706078,,,,,,700,30,7681.4,45,85,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,89.01,0.09,8.7,0.35,0.29,0.28,,0.9,,0.072,0.001,0.009,0.032,,,,,0.22,,0.044,,0.002,0,1050,765,,,10.2,9410.1369241357,23.9,582,734,22,74,,,,,,,,,,,,,
26,89.01,0.09,8.7,0.35,0.29,0.28,,0.9,,0.072,0.001,0.009,0.032,,,,,0.22,,0.044,,0.002,0,1050,765,,,10.2,9410.1369241357,100,542,677,21,78,,,,,,,,,,,,,
26,89.01,0.09,8.7,0.35,0.29,0.28,,0.9,,0.072,0.001,0.009,0.032,,,,,0.22,,0.044,,0.002,0,1050,765,,,10.2,9410.1369241357,200,521,640,18,73,,,,,,,,,,,,,
26,89.01,0.09,8.7,0.35,0.29,0.28,,0.9,,0.072,0.001,0.009,0.032,,,,,0.22,,0.044,,0.002,0,1050,765,,,10.2,9410.1369241357,300,518,610,16,78,,,,,,,,,,,,,
26,89.01,0.09,8.7,0.35,0.29,0.28,,0.9,,0.072,0.001,0.009,0.032,,,,,0.22,,0.044,,0.002,0,1050,765,,,10.2,9410.1369241357,400,489,588,16,76,,,,,,,,,,,,,
26,89.01,0.09,8.7,0.35,0.29,0.28,,0.9,,0.072,0.001,0.009,0.032,,,,,0.22,,0.044,,0.002,0,1050,765,,,10.2,9410.1369241357,500,421,497,23,84,,,,,,,,,,,,,
26,89.01,0.09,8.7,0.35,0.29,0.28,,0.9,,0.072,0.001,0.009,0.032,,,,,0.22,,0.044,,0.002,0,1050,765,,,10.2,9410.1369241357,550,365,425,28,90,,,,,,,,,,,,,
26,89.01,0.09,8.7,0.35,0.29,0.28,,0.9,,0.072,0.001,0.009,0.032,,,,,0.22,,0.044,,0.002,0,1050,765,,,10.2,9410.1369241357,600,289,357,34,94,,,,,,,,,,,,,
26,89.01,0.09,8.7,0.35,0.29,0.28,,0.9,,0.072,0.001,0.009,0.032,,,,,0.22,,0.044,,0.002,0,1050,765,,,10.2,9410.1369241357,650,191,281,36,97,,,,,,,,,,,,,
26,89.01,0.09,8.7,0.35,0.29,0.28,,0.9,,0.072,0.001,0.009,0.032,,,,,0.22,,0.044,,0.002,0,1050,765,,,10.2,9410.1369241357,700,133,211,38,98,,,,,,,,,,,,,
26,89.01,0.09,8.7,0.35,0.29,0.28,,0.9,,0.072,0.001,0.009,0.032,,,,,0.22,,0.044,,0.002,0,1050,765,,,10.2,9410.1369241357,750,84,143,51,98,,,,,,,,,,,,,
26,89.01,0.09,8.7,0.35,0.29,0.28,,0.9,,0.072,0.001,0.009,0.032,,,,,0.22,,0.044,,0.002,0,1050,765,,,10.2,9410.1369241357,,,,,,500,340,600.3,26,85,,,,,,,,
26,89.01,0.09,8.7,0.35,0.29,0.28,,0.9,,0.072,0.001,0.009,0.032,,,,,0.22,,0.044,,0.002,0,1050,765,,,10.2,9410.1369241357,,,,,,500,320,1295.9,26,86,,,,,,,,
26,89.01,0.09,8.7,0.35,0.29,0.28,,0.9,,0.072,0.001,0.009,0.032,,,,,0.22,,0.044,,0.002,0,1050,765,,,10.2,9410.1369241357,,,,,,500,300,4864.1,26,87,,,,,,,,
26,89.01,0.09,8.7,0.35,0.29,0.28,,0.9,,0.072,0.001,0.009,0.032,,,,,0.22,,0.044,,0.002,0,1050,765,,,10.2,9410.1369241357,,,,,,500,290,10830.7,24,86,,,,,,,,
26,89.01,0.09,8.7,0.35,0.29,0.28,,0.9,,0.072,0.001,0.009,0.032,,,,,0.22,,0.044,,0.002,0,1050,765,,,10.2,9410.1369241357,,,,,,500,270,62475,21,84,,,,,,,,
26,89.01,0.09,8.7,0.35,0.29,0.28,,0.9,,0.072,0.001,0.009,0.032,,,,,0.22,,0.044,,0.002,0,1050,765,,,10.2,9410.1369241357,,,,,,550,240,667.3,28,89,0.0073,,,,,,,
26,89.01,0.09,8.7,0.35,0.29,0.28,,0.9,,0.072,0.001,0.009,0.032,,,,,0.22,,0.044,,0.002,0,1050,765,,,10.2,9410.1369241357,,,,,,550,220,3724.3,30,89,0.0011,,,,,,,
26,89.01,0.09,8.7,0.35,0.29,0.28,,0.9,,0.072,0.001,0.009,0.032,,,,,0.22,,0.044,,0.002,0,1050,765,,,10.2,9410.1369241357,,,,,,550,200,14530,28,89,0.00018,,,,,,,
26,89.01,0.09,8.7,0.35,0.29,0.28,,0.9,,0.072,0.001,0.009,0.032,,,,,0.22,,0.044,,0.002,0,1050,765,,,10.2,9410.1369241357,,,,,,550,180,40320.2,20,85,3.7E-05,,,,,,,
26,89.01,0.09,8.7,0.35,0.29,0.28,,0.9,,0.072,0.001,0.009,0.032,,,,,0.22,,0.044,,0.002,0,1050,765,,,10.2,9410.1369241357,,,,,,550,170,61209.2,20,84,2.2E-05,,,,,,,
26,89.01,0.09,8.7,0.35,0.29,0.28,,0.9,,0.072,0.001,0.009,0.032,,,,,0.22,,0.044,,0.002,0,1050,765,,,10.2,9410.1369241357,,,,,,550,160,81031.1,29,88,1.6E-05,,,,,,,
26,89.01,0.09,8.7,0.35,0.29,0.28,,0.9,,0.072,0.001,0.009,0.032,,,,,0.22,,0.044,,0.002,0,1050,765,,,10.2,9410.1369241357,,,,,,575,200,1072,26,89,0.0038,,,,,,,
26,89.01,0.09,8.7,0.35,0.29,0.28,,0.9,,0.072,0.001,0.009,0.032,,,,,0.22,,0.044,,0.002,0,1050,765,,,10.2,9410.1369241357,,,,,,575,180,3323.8,27,90,0.00095,,,,,,,
26,89.01,0.09,8.7,0.35,0.29,0.28,,0.9,,0.072,0.001,0.009,0.032,,,,,0.22,,0.044,,0.002,0,1050,765,,,10.2,9410.1369241357,,,,,,575,160,12565.4,33,90,0.00015,,,,,,,
26,89.01,0.09,8.7,0.35,0.29,0.28,,0.9,,0.072,0.001,0.009,0.032,,,,,0.22,,0.044,,0.002,0,1050,765,,,10.2,9410.1369241357,,,,,,575,150,18439.8,29,89,8.4E-05,,,,,,,
26,89.01,0.09,8.7,0.35,0.29,0.28,,0.9,,0.072,0.001,0.009,0.032,,,,,0.22,,0.044,,0.002,0,1050,765,,,10.2,9410.1369241357,,,,,,575,140,27705.6,33,89,5.7E-05,,,,,,,
26,89.01,0.09,8.7,0.35,0.29,0.28,,0.9,,0.072,0.001,0.009,0.032,,,,,0.22,,0.044,,0.002,0,1050,765,,,10.2,9410.1369241357,,,,,,575,130,42021.1,34,89,3.4E-05,,,,,,,
26,89.01,0.09,8.7,0.35,0.29,0.28,,0.9,,0.072,0.001,0.009,0.032,,,,,0.22,,0.044,,0.002,0,1050,765,,,10.2,9410.1369241357,,,,,,575,120,60817.5,21,85,2E-05,,,,,,,
26,89.01,0.09,8.7,0.35,0.29,0.28,,0.9,,0.072,0.001,0.009,0.032,,,,,0.22,,0.044,,0.002,0,1050,765,,,10.2,9410.1369241357,,,,,,600,200,40.4,32,92,0.14,,,,,,,
26,89.01,0.09,8.7,0.35,0.29,0.28,,0.9,,0.072,0.001,0.009,0.032,,,,,0.22,,0.044,,0.002,0,1050,765,,,10.2,9410.1369241357,,,,,,600,160,971.2,41,93,0.0042,,,,,,,
26,89.01,0.09,8.7,0.35,0.29,0.28,,0.9,,0.072,0.001,0.009,0.032,,,,,0.22,,0.044,,0.002,0,1050,765,,,10.2,9410.1369241357,,,,,,600,140,3414.7,28,90,0.00077,,,,,,,
26,89.01,0.09,8.7,0.35,0.29,0.28,,0.9,,0.072,0.001,0.009,0.032,,,,,0.22,,0.044,,0.002,0,1050,765,,,10.2,9410.1369241357,,,,,,600,120,12858.6,30,88,0.00015,,,,,,,
26,89.01,0.09,8.7,0.35,0.29,0.28,,0.9,,0.072,0.001,0.009,0.032,,,,,0.22,,0.044,,0.002,0,1050,765,,,10.2,9410.1369241357,,,,,,600,110,21206.3,26,88,8.1E-05,,,,,,,
26,89.01,0.09,8.7,0.35,0.29,0.28,,0.9,,0.072,0.001,0.009,0.032,,,,,0.22,,0.044,,0.002,0,1050,765,,,10.2,9410.1369241357,,,,,,600,100,34141,22,86,4E-05,,,,,,,
26,89.01,0.09,8.7,0.35,0.29,0.28,,0.9,,0.072,0.001,0.009,0.032,,,,,0.22,,0.044,,0.002,0,1050,765,,,10.2,9410.1369241357,,,,,,600,80,69207.4,22,83,1.3E-05,,,,,,,
26,89.01,0.09,8.7,0.35,0.29,0.28,,0.9,,0.072,0.001,0.009,0.032,,,,,0.22,,0.044,,0.002,0,1050,765,,,10.2,9410.1369241357,,,,,,600,70,80736.8,33,92,8.1E-06,,,,,,,
26,89.01,0.09,8.7,0.35,0.29,0.28,,0.9,,0.072,0.001,0.009,0.032,,,,,0.22,,0.044,,0.002,0,1050,765,,,10.2,9410.1369241357,,,,,,600,70,87364.7,42,94,9.6E-06,,,,,,,
26,89.01,0.09,8.7,0.35,0.29,0.28,,0.9,,0.072,0.001,0.009,0.032,,,,,0.22,,0.044,,0.002,0,1050,765,,,10.2,9410.1369241357,,,,,,625,140,263.3,39,93,0.015,,,,,,,
26,89.01,0.09,8.7,0.35,0.29,0.28,,0.9,,0.072,0.001,0.009,0.032,,,,,0.22,,0.044,,0.002,0,1050,765,,,10.2,9410.1369241357,,,,,,625,120,1040.8,39,93,0.0035,,,,,,,
26,89.01,0.09,8.7,0.35,0.29,0.28,,0.9,,0.072,0.001,0.009,0.032,,,,,0.22,,0.044,,0.002,0,1050,765,,,10.2,9410.1369241357,,,,,,625,100,6090.5,37,91,0.00045,,,,,,,
26,89.01,0.09,8.7,0.35,0.29,0.28,,0.9,,0.072,0.001,0.009,0.032,,,,,0.22,,0.044,,0.002,0,1050,765,,,10.2,9410.1369241357,,,,,,625,90,13923.2,34,91,0.00017,,,,,,,
26,89.01,0.09,8.7,0.35,0.29,0.28,,0.9,,0.072,0.001,0.009,0.032,,,,,0.22,,0.044,,0.002,0,1050,765,,,10.2,9410.1369241357,,,,,,625,80,24077.5,28,91,6.4E-05,,,,,,,
26,89.01,0.09,8.7,0.35,0.29,0.28,,0.9,,0.072,0.001,0.009,0.032,,,,,0.22,,0.044,,0.002,0,1050,765,,,10.2,9410.1369241357,,,,,,625,70,31703.7,40,92,4.4E-05,,,,,,,
26,89.01,0.09,8.7,0.35,0.29,0.28,,0.9,,0.072,0.001,0.009,0.032,,,,,0.22,,0.044,,0.002,0,1050,765,,,10.2,9410.1369241357,,,,,,625,60,49086.3,19,76,2.8E-05,,,,,,,
26,89.01,0.09,8.7,0.35,0.29,0.28,,0.9,,0.072,0.001,0.009,0.032,,,,,0.22,,0.044,,0.002,0,1050,765,,,10.2,9410.1369241357,,,,,,625,50,,,,1.1E-05,,,,,,,
26,89.01,0.09,8.7,0.35,0.29,0.28,,0.9,,0.072,0.001,0.009,0.032,,,,,0.22,,0.044,,0.002,0,1050,765,,,10.2,9410.1369241357,,,,,,650,110,237.6,37,94,,,,,,,,
26,89.01,0.09,8.7,0.35,0.29,0.28,,0.9,,0.072,0.001,0.009,0.032,,,,,0.22,,0.044,,0.002,0,1050,765,,,10.2,9410.1369241357,,,,,,650,110,248.5,35,94,0.014,,,,,,,
26,89.01,0.09,8.7,0.35,0.29,0.28,,0.9,,0.072,0.001,0.009,0.032,,,,,0.22,,0.044,,0.002,0,1050,765,,,10.2,9410.1369241357,,,,,,650,100,727.8,38,94,,,,,,,,
26,89.01,0.09,8.7,0.35,0.29,0.28,,0.9,,0.072,0.001,0.009,0.032,,,,,0.22,,0.044,,0.002,0,1050,765,,,10.2,9410.1369241357,,,,,,650,80,5409.5,32,89,,,,,,,,
26,89.01,0.09,8.7,0.35,0.29,0.28,,0.9,,0.072,0.001,0.009,0.032,,,,,0.22,,0.044,,0.002,0,1050,765,,,10.2,9410.1369241357,,,,,,650,70,13008.5,26,81,,,,,,,,
26,89.01,0.09,8.7,0.35,0.29,0.28,,0.9,,0.072,0.001,0.009,0.032,,,,,0.22,,0.044,,0.002,0,1050,765,,,10.2,9410.1369241357,,,,,,650,60,24807.4,30,89,,,,,,,,
26,89.01,0.09,8.7,0.35,0.29,0.28,,0.9,,0.072,0.001,0.009,0.032,,,,,0.22,,0.044,,0.002,0,1050,765,,,10.2,9410.1369241357,,,,,,650,50,41425.2,16,45,,,,,,,,
26,89.01,0.09,8.7,0.35,0.29,0.28,,0.9,,0.072,0.001,0.009,0.032,,,,,0.22,,0.044,,0.002,0,1050,765,,,10.2,9410.1369241357,,,,,,650,40,,,,3.1E-05,,,,,,,
26,89.01,0.09,8.7,0.35,0.29,0.28,,0.9,,0.072,0.001,0.009,0.032,,,,,0.22,,0.044,,0.002,0,1050,765,,,10.2,9410.1369241357,,,,,,675,80,419.4,59,97,0.0078,,,,,,,
26,89.01,0.09,8.7,0.35,0.29,0.28,,0.9,,0.072,0.001,0.009,0.032,,,,,0.22,,0.044,,0.002,0,1050,765,,,10.2,9410.1369241357,,,,,,675,70,1251.9,37,94,0.0023,,,,,,,
26,89.01,0.09,8.7,0.35,0.29,0.28,,0.9,,0.072,0.001,0.009,0.032,,,,,0.22,,0.044,,0.002,0,1050,765,,,10.2,9410.1369241357,,,,,,675,60,3045.2,57,93,0.00098,,,,,,,
26,89.01,0.09,8.7,0.35,0.29,0.28,,0.9,,0.072,0.001,0.009,0.032,,,,,0.22,,0.044,,0.002,0,1050,765,,,10.2,9410.1369241357,,,,,,675,50,10081.8,28,88,0.00031,,,,,,,
26,89.01,0.09,8.7,0.35,0.29,0.28,,0.9,,0.072,0.001,0.009,0.032,,,,,0.22,,0.044,,0.002,0,1050,765,,,10.2,9410.1369241357,,,,,,675,40,32018.6,20,59,6.8E-05,,,,,,,
26,89.01,0.09,8.7,0.35,0.29,0.28,,0.9,,0.072,0.001,0.009,0.032,,,,,0.22,,0.044,,0.002,0,1050,765,,,10.2,9410.1369241357,,,,,,700,60,447.5,35,93,0.0087,,,,,,,
26,89.01,0.09,8.7,0.35,0.29,0.28,,0.9,,0.072,0.001,0.009,0.032,,,,,0.22,,0.044,,0.002,0,1050,765,,,10.2,9410.1369241357,,,,,,700,60,364.6,33,94,,,,,,,,
26,89.01,0.09,8.7,0.35,0.29,0.28,,0.9,,0.072,0.001,0.009,0.032,,,,,0.22,,0.044,,0.002,0,1050,765,,,10.2,9410.1369241357,,,,,,700,50,1338.3,45,93,,,,,,,,
26,89.01,0.09,8.7,0.35,0.29,0.28,,0.9,,0.072,0.001,0.009,0.032,,,,,0.22,,0.044,,0.002,0,1050,765,,,10.2,9410.1369241357,,,,,,700,40,4065.3,35,92,,,,,,,,
26,89.01,0.09,8.7,0.35,0.29,0.28,,0.9,,0.072,0.001,0.009,0.032,,,,,0.22,,0.044,,0.002,0,1050,765,,,10.2,9410.1369241357,,,,,,700,30,14106.5,30,77,,,,,,,,
26,89.01,0.09,8.7,0.35,0.29,0.28,,0.9,,0.072,0.001,0.009,0.032,,,,,0.22,,0.044,,0.002,0,1050,765,,,10.2,9410.1369241357,,,,,,725,40,728.5,40,94,0.0068,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,89.482,0.1,8.41,0.41,0.29,0.1,,0.9,,0.048,0.016,0.01,,,,,,0.185,,0.048,,0.001,0,1050,780,,,10.2,9410.1369241357,23.9,503,695,24,75,,,,,,,,,,,,,
27,89.482,0.1,8.41,0.41,0.29,0.1,,0.9,,0.048,0.016,0.01,,,,,,0.185,,0.048,,0.001,0,1050,780,,,10.2,9410.1369241357,100,493,653,22,78,,,,,,,,,,,,,
27,89.482,0.1,8.41,0.41,0.29,0.1,,0.9,,0.048,0.016,0.01,,,,,,0.185,,0.048,,0.001,0,1050,780,,,10.2,9410.1369241357,200,475,609,21,79,,,,,,,,,,,,,
27,89.482,0.1,8.41,0.41,0.29,0.1,,0.9,,0.048,0.016,0.01,,,,,,0.185,,0.048,,0.001,0,1050,780,,,10.2,9410.1369241357,300,462,583,18,78,,,,,,,,,,,,,
27,89.482,0.1,8.41,0.41,0.29,0.1,,0.9,,0.048,0.016,0.01,,,,,,0.185,,0.048,,0.001,0,1050,780,,,10.2,9410.1369241357,400,446,556,17,76,,,,,,,,,,,,,
27,89.482,0.1,8.41,0.41,0.29,0.1,,0.9,,0.048,0.016,0.01,,,,,,0.185,,0.048,,0.001,0,1050,780,,,10.2,9410.1369241357,500,381,478,25,84,,,,,,,,,,,,,
27,89.482,0.1,8.41,0.41,0.29,0.1,,0.9,,0.048,0.016,0.01,,,,,,0.185,,0.048,,0.001,0,1050,780,,,10.2,9410.1369241357,550,339,412,28,90,,,,,,,,,,,,,
27,89.482,0.1,8.41,0.41,0.29,0.1,,0.9,,0.048,0.016,0.01,,,,,,0.185,,0.048,,0.001,0,1050,780,,,10.2,9410.1369241357,600,261,344,34,93,,,,,,,,,,,,,
27,89.482,0.1,8.41,0.41,0.29,0.1,,0.9,,0.048,0.016,0.01,,,,,,0.185,,0.048,,0.001,0,1050,780,,,10.2,9410.1369241357,650,185,267,49,96,,,,,,,,,,,,,
27,89.482,0.1,8.41,0.41,0.29,0.1,,0.9,,0.048,0.016,0.01,,,,,,0.185,,0.048,,0.001,0,1050,780,,,10.2,9410.1369241357,700,117,199,57,97,,,,,,,,,,,,,
27,89.482,0.1,8.41,0.41,0.29,0.1,,0.9,,0.048,0.016,0.01,,,,,,0.185,,0.048,,0.001,0,1050,780,,,10.2,9410.1369241357,750,76,135,60,98,,,,,,,,,,,,,
27,89.482,0.1,8.41,0.41,0.29,0.1,,0.9,,0.048,0.016,0.01,,,,,,0.185,,0.048,,0.001,0,1050,780,,,10.2,9410.1369241357,,,,,,500,360,127.7,29,83,0.03,,,,,,,
27,89.482,0.1,8.41,0.41,0.29,0.1,,0.9,,0.048,0.016,0.01,,,,,,0.185,,0.048,,0.001,0,1050,780,,,10.2,9410.1369241357,,,,,,500,340,335.9,26,84,0.011,,,,,,,
27,89.482,0.1,8.41,0.41,0.29,0.1,,0.9,,0.048,0.016,0.01,,,,,,0.185,,0.048,,0.001,0,1050,780,,,10.2,9410.1369241357,,,,,,500,320,1125.1,26,86,0.0025,,,,,,,
27,89.482,0.1,8.41,0.41,0.29,0.1,,0.9,,0.048,0.016,0.01,,,,,,0.185,,0.048,,0.001,0,1050,780,,,10.2,9410.1369241357,,,,,,500,300,4275.4,30,86,0.00067,,,,,,,
27,89.482,0.1,8.41,0.41,0.29,0.1,,0.9,,0.048,0.016,0.01,,,,,,0.185,,0.048,,0.001,0,1050,780,,,10.2,9410.1369241357,,,,,,500,290,8528.4,26,86,0.00034,,,,,,,
27,89.482,0.1,8.41,0.41,0.29,0.1,,0.9,,0.048,0.016,0.01,,,,,,0.185,,0.048,,0.001,0,1050,780,,,10.2,9410.1369241357,,,,,,500,270,36376.8,22,84,9.6E-05,,,,,,,
27,89.482,0.1,8.41,0.41,0.29,0.1,,0.9,,0.048,0.016,0.01,,,,,,0.185,,0.048,,0.001,0,1050,780,,,10.2,9410.1369241357,,,,,,550,240,553.3,32,89,0.008,,,,,,,
27,89.482,0.1,8.41,0.41,0.29,0.1,,0.9,,0.048,0.016,0.01,,,,,,0.185,,0.048,,0.001,0,1050,780,,,10.2,9410.1369241357,,,,,,550,220,2328.6,27,88,0.0018,,,,,,,
27,89.482,0.1,8.41,0.41,0.29,0.1,,0.9,,0.048,0.016,0.01,,,,,,0.185,,0.048,,0.001,0,1050,780,,,10.2,9410.1369241357,,,,,,550,200,14063.2,24,84,0.00019,,,,,,,
27,89.482,0.1,8.41,0.41,0.29,0.1,,0.9,,0.048,0.016,0.01,,,,,,0.185,,0.048,,0.001,0,1050,780,,,10.2,9410.1369241357,,,,,,550,180,33713.2,23,81,5.6E-05,,,,,,,
27,89.482,0.1,8.41,0.41,0.29,0.1,,0.9,,0.048,0.016,0.01,,,,,,0.185,,0.048,,0.001,0,1050,780,,,10.2,9410.1369241357,,,,,,550,170,,,,3.1E-05,,,,,,,
27,89.482,0.1,8.41,0.41,0.29,0.1,,0.9,,0.048,0.016,0.01,,,,,,0.185,,0.048,,0.001,0,1050,780,,,10.2,9410.1369241357,,,,,,550,160,,,,1.9E-05,,,,,,,
27,89.482,0.1,8.41,0.41,0.29,0.1,,0.9,,0.048,0.016,0.01,,,,,,0.185,,0.048,,0.001,0,1050,780,,,10.2,9410.1369241357,,,,,,575,160,9466.9,25,85,0.00024,,,,,,,
27,89.482,0.1,8.41,0.41,0.29,0.1,,0.9,,0.048,0.016,0.01,,,,,,0.185,,0.048,,0.001,0,1050,780,,,10.2,9410.1369241357,,,,,,575,150,13946.8,20,74,0.00012,,,,,,,
27,89.482,0.1,8.41,0.41,0.29,0.1,,0.9,,0.048,0.016,0.01,,,,,,0.185,,0.048,,0.001,0,1050,780,,,10.2,9410.1369241357,,,,,,575,140,22600.6,25,83,6.5E-05,,,,,,,
27,89.482,0.1,8.41,0.41,0.29,0.1,,0.9,,0.048,0.016,0.01,,,,,,0.185,,0.048,,0.001,0,1050,780,,,10.2,9410.1369241357,,,,,,575,130,33418.4,28,82,4.1E-05,,,,,,,
27,89.482,0.1,8.41,0.41,0.29,0.1,,0.9,,0.048,0.016,0.01,,,,,,0.185,,0.048,,0.001,0,1050,780,,,10.2,9410.1369241357,,,,,,575,120,,,,3E-05,,,,,,,
27,89.482,0.1,8.41,0.41,0.29,0.1,,0.9,,0.048,0.016,0.01,,,,,,0.185,,0.048,,0.001,0,1050,780,,,10.2,9410.1369241357,,,,,,600,160,480,27,88,0.01,,,,,,,
27,89.482,0.1,8.41,0.41,0.29,0.1,,0.9,,0.048,0.016,0.01,,,,,,0.185,,0.048,,0.001,0,1050,780,,,10.2,9410.1369241357,,,,,,600,140,2608.8,35,89,0.0013,,,,,,,
27,89.482,0.1,8.41,0.41,0.29,0.1,,0.9,,0.048,0.016,0.01,,,,,,0.185,,0.048,,0.001,0,1050,780,,,10.2,9410.1369241357,,,,,,600,120,7993,35,87,0.00025,,,,,,,
27,89.482,0.1,8.41,0.41,0.29,0.1,,0.9,,0.048,0.016,0.01,,,,,,0.185,,0.048,,0.001,0,1050,780,,,10.2,9410.1369241357,,,,,,600,110,13918.4,33,86,0.00011,,,,,,,
27,89.482,0.1,8.41,0.41,0.29,0.1,,0.9,,0.048,0.016,0.01,,,,,,0.185,,0.048,,0.001,0,1050,780,,,10.2,9410.1369241357,,,,,,600,100,25556.2,33,86,6.8E-05,,,,,,,
27,89.482,0.1,8.41,0.41,0.29,0.1,,0.9,,0.048,0.016,0.01,,,,,,0.185,,0.048,,0.001,0,1050,780,,,10.2,9410.1369241357,,,,,,600,80,69601.4,23,72,2.8E-05,,,,,,,
27,89.482,0.1,8.41,0.41,0.29,0.1,,0.9,,0.048,0.016,0.01,,,,,,0.185,,0.048,,0.001,0,1050,780,,,10.2,9410.1369241357,,,,,,600,70,,,,9.9E-06,,,,,,,
27,89.482,0.1,8.41,0.41,0.29,0.1,,0.9,,0.048,0.016,0.01,,,,,,0.185,,0.048,,0.001,0,1050,780,,,10.2,9410.1369241357,,,,,,625,140,144.5,40,92,0.033,,,,,,,
27,89.482,0.1,8.41,0.41,0.29,0.1,,0.9,,0.048,0.016,0.01,,,,,,0.185,,0.048,,0.001,0,1050,780,,,10.2,9410.1369241357,,,,,,625,120,619.9,30,88,0.005,,,,,,,
27,89.482,0.1,8.41,0.41,0.29,0.1,,0.9,,0.048,0.016,0.01,,,,,,0.185,,0.048,,0.001,0,1050,780,,,10.2,9410.1369241357,,,,,,625,100,3665.1,34,86,0.00084,,,,,,,
27,89.482,0.1,8.41,0.41,0.29,0.1,,0.9,,0.048,0.016,0.01,,,,,,0.185,,0.048,,0.001,0,1050,780,,,10.2,9410.1369241357,,,,,,625,90,7667.7,31,82,0.00035,,,,,,,
27,89.482,0.1,8.41,0.41,0.29,0.1,,0.9,,0.048,0.016,0.01,,,,,,0.185,,0.048,,0.001,0,1050,780,,,10.2,9410.1369241357,,,,,,650,110,195.8,45,91,0.023,,,,,,,
27,89.482,0.1,8.41,0.41,0.29,0.1,,0.9,,0.048,0.016,0.01,,,,,,0.185,,0.048,,0.001,0,1050,780,,,10.2,9410.1369241357,,,,,,650,100,391.7,47,91,0.0087,,,,,,,
27,89.482,0.1,8.41,0.41,0.29,0.1,,0.9,,0.048,0.016,0.01,,,,,,0.185,,0.048,,0.001,0,1050,780,,,10.2,9410.1369241357,,,,,,650,80,2175.2,52,89,0.0013,,,,,,,
27,89.482,0.1,8.41,0.41,0.29,0.1,,0.9,,0.048,0.016,0.01,,,,,,0.185,,0.048,,0.001,0,1050,780,,,10.2,9410.1369241357,,,,,,650,70,5058.5,37,87,0.00048,,,,,,,
