ID,Fe,C,Cr,Mn,Si,Ni,Co,Mo,W,Nb,Al,P,Cu,Ti,V,B,N,S,Homo,Normal,Temper1,AGS No.,CT_Temp,CT_CS,CT_RT,CT_EL,CT_RA,CT_MCR,CT_0.5% CS,CT_1.0% CS,CT_2.0% CS,CT_5.0% CS,CT_TTC,Weighted_AN,Weighted_AW,Weighted_BP,Weighted_DP,Weighted_EH,Weighted_HF,Weighted_MP
AUS_003,66.4872,0.06,17.8,1.66,0.49,12.2,0.27,0.05,,0.82,0.023,0.023,0.03,0.018,0.038,0.0012,0.0236,0.006,0,,,4.7,700,53,69162.6,7,11,,,,,,,25.922483999999994,55.63712524931455,3009.5635538400006,64.37522440000001,346.01427900000004,414.97409604,1858.1486524399998
AUS_003,66.4872,0.06,17.8,1.66,0.49,12.2,0.27,0.05,,0.82,0.023,0.023,0.03,0.018,0.038,0.0012,0.0236,0.006,0,,,4.7,750,137,179.5,25,48,,,,,,,25.922483999999994,55.63712524931455,3009.5635538400006,64.37522440000001,346.01427900000004,414.97409604,1858.1486524399998
AUS_003,66.4872,0.06,17.8,1.66,0.49,12.2,0.27,0.05,,0.82,0.023,0.023,0.03,0.018,0.038,0.0012,0.0236,0.006,0,,,4.7,750,98,903.4,32,50,,,,,,,25.922483999999994,55.63712524931455,3009.5635538400006,64.37522440000001,346.01427900000004,414.97409604,1858.1486524399998
AUS_003,66.4872,0.06,17.8,1.66,0.49,12.2,0.27,0.05,,0.82,0.023,0.023,0.03,0.018,0.038,0.0012,0.0236,0.006,0,,,4.7,750,69,6977.4,24,41,,,,,,,25.922483999999994,55.63712524931455,3009.5635538400006,64.37522440000001,346.01427900000004,414.97409604,1858.1486524399998
AUS_003,66.4872,0.06,17.8,1.66,0.49,12.2,0.27,0.05,,0.82,0.023,0.023,0.03,0.018,0.038,0.0012,0.0236,0.006,0,,,4.7,750,53,21275.8,18,26,,,,,,,25.922483999999994,55.63712524931455,3009.5635538400006,64.37522440000001,346.01427900000004,414.97409604,1858.1486524399998
AUS_003,66.4872,0.06,17.8,1.66,0.49,12.2,0.27,0.05,,0.82,0.023,0.023,0.03,0.018,0.038,0.0012,0.0236,0.006,0,,,4.7,750,37,54780.1,12,11,,,,,,,25.922483999999994,55.63712524931455,3009.5635538400006,64.37522440000001,346.01427900000004,414.97409604,1858.1486524399998
AUS_004,66.1628,0.07,17.95,1.73,0.62,12.2,0.29,0.1,,0.72,0.012,0.024,0.04,0.019,0.032,0.0016,0.0216,0.007,0,,,5.3,600,314,326.8,15,27,,,,,,,25.89633999999999,55.5781839672995,3007.54752608,64.34676639999999,345.74819500000007,414.72914994000007,1858.1066646399995
AUS_004,66.1628,0.07,17.95,1.73,0.62,12.2,0.29,0.1,,0.72,0.012,0.024,0.04,0.019,0.032,0.0016,0.0216,0.007,0,,,5.3,600,265,3287.8,20,41,,,,,,,25.89633999999999,55.5781839672995,3007.54752608,64.34676639999999,345.74819500000007,414.72914994000007,1858.1066646399995
AUS_004,66.1628,0.07,17.95,1.73,0.62,12.2,0.29,0.1,,0.72,0.012,0.024,0.04,0.019,0.032,0.0016,0.0216,0.007,0,,,5.3,600,216,53556.3,14,29,,,,,,,25.89633999999999,55.5781839672995,3007.54752608,64.34676639999999,345.74819500000007,414.72914994000007,1858.1066646399995
AUS_004,66.1628,0.07,17.95,1.73,0.62,12.2,0.29,0.1,,0.72,0.012,0.024,0.04,0.019,0.032,0.0016,0.0216,0.007,0,,,5.3,600,196,86226.9,12,24,,,,,,,25.89633999999999,55.5781839672995,3007.54752608,64.34676639999999,345.74819500000007,414.72914994000007,1858.1066646399995
AUS_004,66.1628,0.07,17.95,1.73,0.62,12.2,0.29,0.1,,0.72,0.012,0.024,0.04,0.019,0.032,0.0016,0.0216,0.007,0,,,5.3,600,176,89502.4,10,20,,,,,,,25.89633999999999,55.5781839672995,3007.54752608,64.34676639999999,345.74819500000007,414.72914994000007,1858.1066646399995
AUS_004,66.1628,0.07,17.95,1.73,0.62,12.2,0.29,0.1,,0.72,0.012,0.024,0.04,0.019,0.032,0.0016,0.0216,0.007,0,,,5.3,650,265,155.7,31,51,,,,,,,25.89633999999999,55.5781839672995,3007.54752608,64.34676639999999,345.74819500000007,414.72914994000007,1858.1066646399995
AUS_004,66.1628,0.07,17.95,1.73,0.62,12.2,0.29,0.1,,0.72,0.012,0.024,0.04,0.019,0.032,0.0016,0.0216,0.007,0,,,5.3,650,235,1333.2,19,36,,,,,,,25.89633999999999,55.5781839672995,3007.54752608,64.34676639999999,345.74819500000007,414.72914994000007,1858.1066646399995
AUS_004,66.1628,0.07,17.95,1.73,0.62,12.2,0.29,0.1,,0.72,0.012,0.024,0.04,0.019,0.032,0.0016,0.0216,0.007,0,,,5.3,650,216,3404.6,16,34,,,,,,,25.89633999999999,55.5781839672995,3007.54752608,64.34676639999999,345.74819500000007,414.72914994000007,1858.1066646399995
AUS_004,66.1628,0.07,17.95,1.73,0.62,12.2,0.29,0.1,,0.72,0.012,0.024,0.04,0.019,0.032,0.0016,0.0216,0.007,0,,,5.3,650,176,7269,22,38,,,,,,,25.89633999999999,55.5781839672995,3007.54752608,64.34676639999999,345.74819500000007,414.72914994000007,1858.1066646399995
AUS_004,66.1628,0.07,17.95,1.73,0.62,12.2,0.29,0.1,,0.72,0.012,0.024,0.04,0.019,0.032,0.0016,0.0216,0.007,0,,,5.3,650,137,20773.3,12,34,,,,,,,25.89633999999999,55.5781839672995,3007.54752608,64.34676639999999,345.74819500000007,414.72914994000007,1858.1066646399995
AUS_004,66.1628,0.07,17.95,1.73,0.62,12.2,0.29,0.1,,0.72,0.012,0.024,0.04,0.019,0.032,0.0016,0.0216,0.007,0,,,5.3,650,108,52128.7,23,35,,,,,,,25.89633999999999,55.5781839672995,3007.54752608,64.34676639999999,345.74819500000007,414.72914994000007,1858.1066646399995
AUS_004,66.1628,0.07,17.95,1.73,0.62,12.2,0.29,0.1,,0.72,0.012,0.024,0.04,0.019,0.032,0.0016,0.0216,0.007,0,,,5.3,650,88,149937.2,13,19,,,,,,,25.89633999999999,55.5781839672995,3007.54752608,64.34676639999999,345.74819500000007,414.72914994000007,1858.1066646399995
AUS_004,66.1628,0.07,17.95,1.73,0.62,12.2,0.29,0.1,,0.72,0.012,0.024,0.04,0.019,0.032,0.0016,0.0216,0.007,0,,,5.3,700,216,57.6,33,67,,,,,,,25.89633999999999,55.5781839672995,3007.54752608,64.34676639999999,345.74819500000007,414.72914994000007,1858.1066646399995
AUS_004,66.1628,0.07,17.95,1.73,0.62,12.2,0.29,0.1,,0.72,0.012,0.024,0.04,0.019,0.032,0.0016,0.0216,0.007,0,,,5.3,700,176,513.7,25,49,,,,,,,25.89633999999999,55.5781839672995,3007.54752608,64.34676639999999,345.74819500000007,414.72914994000007,1858.1066646399995
AUS_004,66.1628,0.07,17.95,1.73,0.62,12.2,0.29,0.1,,0.72,0.012,0.024,0.04,0.019,0.032,0.0016,0.0216,0.007,0,,,5.3,700,137,1774.4,18,40,,,,,,,25.89633999999999,55.5781839672995,3007.54752608,64.34676639999999,345.74819500000007,414.72914994000007,1858.1066646399995
AUS_004,66.1628,0.07,17.95,1.73,0.62,12.2,0.29,0.1,,0.72,0.012,0.024,0.04,0.019,0.032,0.0016,0.0216,0.007,0,,,5.3,700,98,7340.6,20,35,,,,,,,25.89633999999999,55.5781839672995,3007.54752608,64.34676639999999,345.74819500000007,414.72914994000007,1858.1066646399995
AUS_004,66.1628,0.07,17.95,1.73,0.62,12.2,0.29,0.1,,0.72,0.012,0.024,0.04,0.019,0.032,0.0016,0.0216,0.007,0,,,5.3,700,78,39318.4,7,11,,,,,,,25.89633999999999,55.5781839672995,3007.54752608,64.34676639999999,345.74819500000007,414.72914994000007,1858.1066646399995
AUS_004,66.1628,0.07,17.95,1.73,0.62,12.2,0.29,0.1,,0.72,0.012,0.024,0.04,0.019,0.032,0.0016,0.0216,0.007,0,,,5.3,700,61,137561,8,8,,,,,,,25.89633999999999,55.5781839672995,3007.54752608,64.34676639999999,345.74819500000007,414.72914994000007,1858.1066646399995
AUS_004,66.1628,0.07,17.95,1.73,0.62,12.2,0.29,0.1,,0.72,0.012,0.024,0.04,0.019,0.032,0.0016,0.0216,0.007,0,,,5.3,750,157,24,40,62,,,,,,,25.89633999999999,55.5781839672995,3007.54752608,64.34676639999999,345.74819500000007,414.72914994000007,1858.1066646399995
AUS_004,66.1628,0.07,17.95,1.73,0.62,12.2,0.29,0.1,,0.72,0.012,0.024,0.04,0.019,0.032,0.0016,0.0216,0.007,0,,,5.3,750,137,75.5,41,55,,,,,,,25.89633999999999,55.5781839672995,3007.54752608,64.34676639999999,345.74819500000007,414.72914994000007,1858.1066646399995
AUS_004,66.1628,0.07,17.95,1.73,0.62,12.2,0.29,0.1,,0.72,0.012,0.024,0.04,0.019,0.032,0.0016,0.0216,0.007,0,,,5.3,750,118,168,30,46,,,,,,,25.89633999999999,55.5781839672995,3007.54752608,64.34676639999999,345.74819500000007,414.72914994000007,1858.1066646399995
AUS_004,66.1628,0.07,17.95,1.73,0.62,12.2,0.29,0.1,,0.72,0.012,0.024,0.04,0.019,0.032,0.0016,0.0216,0.007,0,,,5.3,750,98,694.1,18,29,,,,,,,25.89633999999999,55.5781839672995,3007.54752608,64.34676639999999,345.74819500000007,414.72914994000007,1858.1066646399995
AUS_004,66.1628,0.07,17.95,1.73,0.62,12.2,0.29,0.1,,0.72,0.012,0.024,0.04,0.019,0.032,0.0016,0.0216,0.007,0,,,5.3,750,88,1498.9,18,36,,,,,,,25.89633999999999,55.5781839672995,3007.54752608,64.34676639999999,345.74819500000007,414.72914994000007,1858.1066646399995
AUS_004,66.1628,0.07,17.95,1.73,0.62,12.2,0.29,0.1,,0.72,0.012,0.024,0.04,0.019,0.032,0.0016,0.0216,0.007,0,,,5.3,750,69,10440.6,13,18,,,,,,,25.89633999999999,55.5781839672995,3007.54752608,64.34676639999999,345.74819500000007,414.72914994000007,1858.1066646399995
AUS_004,66.1628,0.07,17.95,1.73,0.62,12.2,0.29,0.1,,0.72,0.012,0.024,0.04,0.019,0.032,0.0016,0.0216,0.007,0,,,5.3,750,53,23997.8,12,18,,,,,,,25.89633999999999,55.5781839672995,3007.54752608,64.34676639999999,345.74819500000007,414.72914994000007,1858.1066646399995
AUS_004,66.1628,0.07,17.95,1.73,0.62,12.2,0.29,0.1,,0.72,0.012,0.024,0.04,0.019,0.032,0.0016,0.0216,0.007,0,,,5.3,750,37,64885,10,11,,,,,,,25.89633999999999,55.5781839672995,3007.54752608,64.34676639999999,345.74819500000007,414.72914994000007,1858.1066646399995
AUS_005,65.9046,0.04,17.61,1.73,0.82,12.5,0.33,0.06,,0.79,0.013,0.022,0.1,0.019,0.032,0.0004,0.02,0.009,0,1200,,4.4,600,314,43.4,14,30,,,,,,,25.897885999999993,55.57414538204454,3006.97012616,64.206494,346.18371600000006,414.8909473000001,1855.857089
AUS_005,65.9046,0.04,17.61,1.73,0.82,12.5,0.33,0.06,,0.79,0.013,0.022,0.1,0.019,0.032,0.0004,0.02,0.009,0,1200,,4.4,600,265,603.5,10,12,,,,,,,25.897885999999993,55.57414538204454,3006.97012616,64.206494,346.18371600000006,414.8909473000001,1855.857089
AUS_005,65.9046,0.04,17.61,1.73,0.82,12.5,0.33,0.06,,0.79,0.013,0.022,0.1,0.019,0.032,0.0004,0.02,0.009,0,1200,,4.4,600,216,2174.6,10,18,,,,,,,25.897885999999993,55.57414538204454,3006.97012616,64.206494,346.18371600000006,414.8909473000001,1855.857089
AUS_005,65.9046,0.04,17.61,1.73,0.82,12.5,0.33,0.06,,0.79,0.013,0.022,0.1,0.019,0.032,0.0004,0.02,0.009,0,1200,,4.4,600,196,3380.5,7,15,,,,,,,25.897885999999993,55.57414538204454,3006.97012616,64.206494,346.18371600000006,414.8909473000001,1855.857089
AUS_005,65.9046,0.04,17.61,1.73,0.82,12.5,0.33,0.06,,0.79,0.013,0.022,0.1,0.019,0.032,0.0004,0.02,0.009,0,1200,,4.4,600,176,5315.3,7,12,,,,,,,25.897885999999993,55.57414538204454,3006.97012616,64.206494,346.18371600000006,414.8909473000001,1855.857089
AUS_005,65.9046,0.04,17.61,1.73,0.82,12.5,0.33,0.06,,0.79,0.013,0.022,0.1,0.019,0.032,0.0004,0.02,0.009,0,1200,,4.4,600,157,7680.7,4,9,,,,,,,25.897885999999993,55.57414538204454,3006.97012616,64.206494,346.18371600000006,414.8909473000001,1855.857089
AUS_005,65.9046,0.04,17.61,1.73,0.82,12.5,0.33,0.06,,0.79,0.013,0.022,0.1,0.019,0.032,0.0004,0.02,0.009,0,1200,,4.4,600,137,12322.6,5,9,,,,,,,25.897885999999993,55.57414538204454,3006.97012616,64.206494,346.18371600000006,414.8909473000001,1855.857089
AUS_005,65.9046,0.04,17.61,1.73,0.82,12.5,0.33,0.06,,0.79,0.013,0.022,0.1,0.019,0.032,0.0004,0.02,0.009,0,1200,,4.4,600,118,20080.2,4,4,,,,,,,25.897885999999993,55.57414538204454,3006.97012616,64.206494,346.18371600000006,414.8909473000001,1855.857089
AUS_005,65.9046,0.04,17.61,1.73,0.82,12.5,0.33,0.06,,0.79,0.013,0.022,0.1,0.019,0.032,0.0004,0.02,0.009,0,1200,,4.4,600,108,28547.6,4,6,,,,,,,25.897885999999993,55.57414538204454,3006.97012616,64.206494,346.18371600000006,414.8909473000001,1855.857089
AUS_005,65.9046,0.04,17.61,1.73,0.82,12.5,0.33,0.06,,0.79,0.013,0.022,0.1,0.019,0.032,0.0004,0.02,0.009,0,1200,,4.4,600,78,153709.2,5,7,,,,,,,25.897885999999993,55.57414538204454,3006.97012616,64.206494,346.18371600000006,414.8909473000001,1855.857089
AUS_005,65.9046,0.04,17.61,1.73,0.82,12.5,0.33,0.06,,0.79,0.013,0.022,0.1,0.019,0.032,0.0004,0.02,0.009,0,1200,,4.4,650,265,25.3,11,19,,,,,,,25.897885999999993,55.57414538204454,3006.97012616,64.206494,346.18371600000006,414.8909473000001,1855.857089
AUS_005,65.9046,0.04,17.61,1.73,0.82,12.5,0.33,0.06,,0.79,0.013,0.022,0.1,0.019,0.032,0.0004,0.02,0.009,0,1200,,4.4,650,216,167.8,10,13,,,,,,,25.897885999999993,55.57414538204454,3006.97012616,64.206494,346.18371600000006,414.8909473000001,1855.857089
AUS_005,65.9046,0.04,17.61,1.73,0.82,12.5,0.33,0.06,,0.79,0.013,0.022,0.1,0.019,0.032,0.0004,0.02,0.009,0,1200,,4.4,650,176,529.3,8,16,,,,,,,25.897885999999993,55.57414538204454,3006.97012616,64.206494,346.18371600000006,414.8909473000001,1855.857089
AUS_005,65.9046,0.04,17.61,1.73,0.82,12.5,0.33,0.06,,0.79,0.013,0.022,0.1,0.019,0.032,0.0004,0.02,0.009,0,1200,,4.4,650,137,2006.8,5,8,,,,,,,25.897885999999993,55.57414538204454,3006.97012616,64.206494,346.18371600000006,414.8909473000001,1855.857089
AUS_005,65.9046,0.04,17.61,1.73,0.82,12.5,0.33,0.06,,0.79,0.013,0.022,0.1,0.019,0.032,0.0004,0.02,0.009,0,1200,,4.4,650,108,6039.8,5,8,,,,,,,25.897885999999993,55.57414538204454,3006.97012616,64.206494,346.18371600000006,414.8909473000001,1855.857089
AUS_005,65.9046,0.04,17.61,1.73,0.82,12.5,0.33,0.06,,0.79,0.013,0.022,0.1,0.019,0.032,0.0004,0.02,0.009,0,1200,,4.4,650,88,13443.1,8,11,,,,,,,25.897885999999993,55.57414538204454,3006.97012616,64.206494,346.18371600000006,414.8909473000001,1855.857089
AUS_005,65.9046,0.04,17.61,1.73,0.82,12.5,0.33,0.06,,0.79,0.013,0.022,0.1,0.019,0.032,0.0004,0.02,0.009,0,1200,,4.4,650,78,21994.5,7,14,,,,,,,25.897885999999993,55.57414538204454,3006.97012616,64.206494,346.18371600000006,414.8909473000001,1855.857089
AUS_005,65.9046,0.04,17.61,1.73,0.82,12.5,0.33,0.06,,0.79,0.013,0.022,0.1,0.019,0.032,0.0004,0.02,0.009,0,1200,,4.4,650,69,37310.3,9,10,,,,,,,25.897885999999993,55.57414538204454,3006.97012616,64.206494,346.18371600000006,414.8909473000001,1855.857089
AUS_005,65.9046,0.04,17.61,1.73,0.82,12.5,0.33,0.06,,0.79,0.013,0.022,0.1,0.019,0.032,0.0004,0.02,0.009,0,1200,,4.4,650,61,61085.3,13,9,,,,,,,25.897885999999993,55.57414538204454,3006.97012616,64.206494,346.18371600000006,414.8909473000001,1855.857089
AUS_005,65.9046,0.04,17.61,1.73,0.82,12.5,0.33,0.06,,0.79,0.013,0.022,0.1,0.019,0.032,0.0004,0.02,0.009,0,1200,,4.4,650,53,110278.1,12,9,,,,,,,25.897885999999993,55.57414538204454,3006.97012616,64.206494,346.18371600000006,414.8909473000001,1855.857089
AUS_005,65.9046,0.04,17.61,1.73,0.82,12.5,0.33,0.06,,0.79,0.013,0.022,0.1,0.019,0.032,0.0004,0.02,0.009,0,1200,,4.4,700,176,55.5,8,16,,,,,,,25.897885999999993,55.57414538204454,3006.97012616,64.206494,346.18371600000006,414.8909473000001,1855.857089
AUS_005,65.9046,0.04,17.61,1.73,0.82,12.5,0.33,0.06,,0.79,0.013,0.022,0.1,0.019,0.032,0.0004,0.02,0.009,0,1200,,4.4,700,137,277.9,7,9,,,,,,,25.897885999999993,55.57414538204454,3006.97012616,64.206494,346.18371600000006,414.8909473000001,1855.857089
AUS_005,65.9046,0.04,17.61,1.73,0.82,12.5,0.33,0.06,,0.79,0.013,0.022,0.1,0.019,0.032,0.0004,0.02,0.009,0,1200,,4.4,700,98,1435.7,12,18,,,,,,,25.897885999999993,55.57414538204454,3006.97012616,64.206494,346.18371600000006,414.8909473000001,1855.857089
AUS_005,65.9046,0.04,17.61,1.73,0.82,12.5,0.33,0.06,,0.79,0.013,0.022,0.1,0.019,0.032,0.0004,0.02,0.009,0,1200,,4.4,700,78,3563.8,17,25,,,,,,,25.897885999999993,55.57414538204454,3006.97012616,64.206494,346.18371600000006,414.8909473000001,1855.857089
AUS_005,65.9046,0.04,17.61,1.73,0.82,12.5,0.33,0.06,,0.79,0.013,0.022,0.1,0.019,0.032,0.0004,0.02,0.009,0,1200,,4.4,700,61,12780.9,12,14,,,,,,,25.897885999999993,55.57414538204454,3006.97012616,64.206494,346.18371600000006,414.8909473000001,1855.857089
AUS_005,65.9046,0.04,17.61,1.73,0.82,12.5,0.33,0.06,,0.79,0.013,0.022,0.1,0.019,0.032,0.0004,0.02,0.009,0,1200,,4.4,700,53,20450.2,10,10,,,,,,,25.897885999999993,55.57414538204454,3006.97012616,64.206494,346.18371600000006,414.8909473000001,1855.857089
AUS_005,65.9046,0.04,17.61,1.73,0.82,12.5,0.33,0.06,,0.79,0.013,0.022,0.1,0.019,0.032,0.0004,0.02,0.009,0,1200,,4.4,700,47,42025.4,10,10,,,,,,,25.897885999999993,55.57414538204454,3006.97012616,64.206494,346.18371600000006,414.8909473000001,1855.857089
AUS_005,65.9046,0.04,17.61,1.73,0.82,12.5,0.33,0.06,,0.79,0.013,0.022,0.1,0.019,0.032,0.0004,0.02,0.009,0,1200,,4.4,700,41,56589.1,8,8,,,,,,,25.897885999999993,55.57414538204454,3006.97012616,64.206494,346.18371600000006,414.8909473000001,1855.857089
AUS_005,65.9046,0.04,17.61,1.73,0.82,12.5,0.33,0.06,,0.79,0.013,0.022,0.1,0.019,0.032,0.0004,0.02,0.009,0,1200,,4.4,700,37,102761.2,12,6,,,,,,,25.897885999999993,55.57414538204454,3006.97012616,64.206494,346.18371600000006,414.8909473000001,1855.857089
AUS_005,65.9046,0.04,17.61,1.73,0.82,12.5,0.33,0.06,,0.79,0.013,0.022,0.1,0.019,0.032,0.0004,0.02,0.009,0,1200,,4.4,750,137,23.2,8,14,,,,,,,25.897885999999993,55.57414538204454,3006.97012616,64.206494,346.18371600000006,414.8909473000001,1855.857089
AUS_005,65.9046,0.04,17.61,1.73,0.82,12.5,0.33,0.06,,0.79,0.013,0.022,0.1,0.019,0.032,0.0004,0.02,0.009,0,1200,,4.4,750,98,166.4,10,14,,,,,,,25.897885999999993,55.57414538204454,3006.97012616,64.206494,346.18371600000006,414.8909473000001,1855.857089
AUS_005,65.9046,0.04,17.61,1.73,0.82,12.5,0.33,0.06,,0.79,0.013,0.022,0.1,0.019,0.032,0.0004,0.02,0.009,0,1200,,4.4,750,69,1115.7,14,20,,,,,,,25.897885999999993,55.57414538204454,3006.97012616,64.206494,346.18371600000006,414.8909473000001,1855.857089
AUS_005,65.9046,0.04,17.61,1.73,0.82,12.5,0.33,0.06,,0.79,0.013,0.022,0.1,0.019,0.032,0.0004,0.02,0.009,0,1200,,4.4,750,53,4061,11,12,,,,,,,25.897885999999993,55.57414538204454,3006.97012616,64.206494,346.18371600000006,414.8909473000001,1855.857089
AUS_005,65.9046,0.04,17.61,1.73,0.82,12.5,0.33,0.06,,0.79,0.013,0.022,0.1,0.019,0.032,0.0004,0.02,0.009,0,1200,,4.4,750,37,25014.3,10,8,,,,,,,25.897885999999993,55.57414538204454,3006.97012616,64.206494,346.18371600000006,414.8909473000001,1855.857089
AUS_006,66.6067,0.05,17.26,1.7,0.8,12.21,0.33,0.07,,0.77,0.012,0.019,0.09,0.018,0.032,0.0003,0.021,0.011,0,1200,,4,600,314,32.2,13,21,,,,,,,25.898216999999995,55.57689049159961,3007.61961864,64.1650295,346.01670050000007,414.9441266000002,1855.2536929
AUS_006,66.6067,0.05,17.26,1.7,0.8,12.21,0.33,0.07,,0.77,0.012,0.019,0.09,0.018,0.032,0.0003,0.021,0.011,0,1200,,4,600,265,532.8,10,18,,,,,,,25.898216999999995,55.57689049159961,3007.61961864,64.1650295,346.01670050000007,414.9441266000002,1855.2536929
AUS_006,66.6067,0.05,17.26,1.7,0.8,12.21,0.33,0.07,,0.77,0.012,0.019,0.09,0.018,0.032,0.0003,0.021,0.011,0,1200,,4,600,216,2188.4,8,11,,,,,,,25.898216999999995,55.57689049159961,3007.61961864,64.1650295,346.01670050000007,414.9441266000002,1855.2536929
AUS_006,66.6067,0.05,17.26,1.7,0.8,12.21,0.33,0.07,,0.77,0.012,0.019,0.09,0.018,0.032,0.0003,0.021,0.011,0,1200,,4,600,196,3597.4,6,11,,,,,,,25.898216999999995,55.57689049159961,3007.61961864,64.1650295,346.01670050000007,414.9441266000002,1855.2536929
AUS_006,66.6067,0.05,17.26,1.7,0.8,12.21,0.33,0.07,,0.77,0.012,0.019,0.09,0.018,0.032,0.0003,0.021,0.011,0,1200,,4,600,176,5304.3,6,12,,,,,,,25.898216999999995,55.57689049159961,3007.61961864,64.1650295,346.01670050000007,414.9441266000002,1855.2536929
AUS_006,66.6067,0.05,17.26,1.7,0.8,12.21,0.33,0.07,,0.77,0.012,0.019,0.09,0.018,0.032,0.0003,0.021,0.011,0,1200,,4,600,157,8741.2,5,9,,,,,,,25.898216999999995,55.57689049159961,3007.61961864,64.1650295,346.01670050000007,414.9441266000002,1855.2536929
AUS_006,66.6067,0.05,17.26,1.7,0.8,12.21,0.33,0.07,,0.77,0.012,0.019,0.09,0.018,0.032,0.0003,0.021,0.011,0,1200,,4,600,137,12721.9,5,7,,,,,,,25.898216999999995,55.57689049159961,3007.61961864,64.1650295,346.01670050000007,414.9441266000002,1855.2536929
AUS_006,66.6067,0.05,17.26,1.7,0.8,12.21,0.33,0.07,,0.77,0.012,0.019,0.09,0.018,0.032,0.0003,0.021,0.011,0,1200,,4,600,118,25568.4,5,5,,,,,,,25.898216999999995,55.57689049159961,3007.61961864,64.1650295,346.01670050000007,414.9441266000002,1855.2536929
AUS_006,66.6067,0.05,17.26,1.7,0.8,12.21,0.33,0.07,,0.77,0.012,0.019,0.09,0.018,0.032,0.0003,0.021,0.011,0,1200,,4,600,108,33706,4,4,,,,,,,25.898216999999995,55.57689049159961,3007.61961864,64.1650295,346.01670050000007,414.9441266000002,1855.2536929
AUS_006,66.6067,0.05,17.26,1.7,0.8,12.21,0.33,0.07,,0.77,0.012,0.019,0.09,0.018,0.032,0.0003,0.021,0.011,0,1200,,4,600,78,177450.5,4,5,,,,,,,25.898216999999995,55.57689049159961,3007.61961864,64.1650295,346.01670050000007,414.9441266000002,1855.2536929
AUS_006,66.6067,0.05,17.26,1.7,0.8,12.21,0.33,0.07,,0.77,0.012,0.019,0.09,0.018,0.032,0.0003,0.021,0.011,0,1200,,4,650,265,26.3,12,18,,,,,,,25.898216999999995,55.57689049159961,3007.61961864,64.1650295,346.01670050000007,414.9441266000002,1855.2536929
AUS_006,66.6067,0.05,17.26,1.7,0.8,12.21,0.33,0.07,,0.77,0.012,0.019,0.09,0.018,0.032,0.0003,0.021,0.011,0,1200,,4,650,216,189.6,10,16,,,,,,,25.898216999999995,55.57689049159961,3007.61961864,64.1650295,346.01670050000007,414.9441266000002,1855.2536929
AUS_006,66.6067,0.05,17.26,1.7,0.8,12.21,0.33,0.07,,0.77,0.012,0.019,0.09,0.018,0.032,0.0003,0.021,0.011,0,1200,,4,650,176,572.1,7,12,,,,,,,25.898216999999995,55.57689049159961,3007.61961864,64.1650295,346.01670050000007,414.9441266000002,1855.2536929
AUS_006,66.6067,0.05,17.26,1.7,0.8,12.21,0.33,0.07,,0.77,0.012,0.019,0.09,0.018,0.032,0.0003,0.021,0.011,0,1200,,4,650,137,2109.9,4,8,,,,,,,25.898216999999995,55.57689049159961,3007.61961864,64.1650295,346.01670050000007,414.9441266000002,1855.2536929
AUS_006,66.6067,0.05,17.26,1.7,0.8,12.21,0.33,0.07,,0.77,0.012,0.019,0.09,0.018,0.032,0.0003,0.021,0.011,0,1200,,4,650,108,6750,6,8,,,,,,,25.898216999999995,55.57689049159961,3007.61961864,64.1650295,346.01670050000007,414.9441266000002,1855.2536929
AUS_006,66.6067,0.05,17.26,1.7,0.8,12.21,0.33,0.07,,0.77,0.012,0.019,0.09,0.018,0.032,0.0003,0.021,0.011,0,1200,,4,650,88,14423.5,8,11,,,,,,,25.898216999999995,55.57689049159961,3007.61961864,64.1650295,346.01670050000007,414.9441266000002,1855.2536929
AUS_006,66.6067,0.05,17.26,1.7,0.8,12.21,0.33,0.07,,0.77,0.012,0.019,0.09,0.018,0.032,0.0003,0.021,0.011,0,1200,,4,650,78,26011.4,8,14,,,,,,,25.898216999999995,55.57689049159961,3007.61961864,64.1650295,346.01670050000007,414.9441266000002,1855.2536929
AUS_006,66.6067,0.05,17.26,1.7,0.8,12.21,0.33,0.07,,0.77,0.012,0.019,0.09,0.018,0.032,0.0003,0.021,0.011,0,1200,,4,650,69,49152.4,9,10,,,,,,,25.898216999999995,55.57689049159961,3007.61961864,64.1650295,346.01670050000007,414.9441266000002,1855.2536929
AUS_006,66.6067,0.05,17.26,1.7,0.8,12.21,0.33,0.07,,0.77,0.012,0.019,0.09,0.018,0.032,0.0003,0.021,0.011,0,1200,,4,650,61,72307.8,9,9,,,,,,,25.898216999999995,55.57689049159961,3007.61961864,64.1650295,346.01670050000007,414.9441266000002,1855.2536929
AUS_006,66.6067,0.05,17.26,1.7,0.8,12.21,0.33,0.07,,0.77,0.012,0.019,0.09,0.018,0.032,0.0003,0.021,0.011,0,1200,,4,650,53,129036,4,9,,,,,,,25.898216999999995,55.57689049159961,3007.61961864,64.1650295,346.01670050000007,414.9441266000002,1855.2536929
AUS_006,66.6067,0.05,17.26,1.7,0.8,12.21,0.33,0.07,,0.77,0.012,0.019,0.09,0.018,0.032,0.0003,0.021,0.011,0,1200,,4,700,176,61.8,8,18,,,,,,,25.898216999999995,55.57689049159961,3007.61961864,64.1650295,346.01670050000007,414.9441266000002,1855.2536929
