ID,Fe,C,Cr,Mn,Si,Ni,Co,Mo,W,Nb,Al,P,Cu,Ti,Ta,Hf,Re,V,B,N,O,S,Zr,Homo,Normal,Temper1,Temper2,Temper3,AGS No.,CT_Temp,CT_CS,CT_RT,CT_EL,CT_RA,CT_MCR,CT_0.1% CS,CT_0.15%CS,CT_0.2% CS,CT_0.25% CS,CT_0.5% CS,CT_1.0% CS,CT_2.0% CS,CT_5.0% CS,CT_TTC,Weighted_AN
9Cr-035,87.1441,0.098,9.5,0.42,0.29,0.13,,0.36,1.74,0.062,0.009,0.007,,0.003,,,,0.19,0.002,0.0462,,0.0013,0.001,0,1100,780,,,7.8,600,190,613.4,26,86,0.00654,,,,,3,23,128,485,401,26.640088000000002
9Cr-035,87.1441,0.098,9.5,0.42,0.29,0.13,,0.36,1.74,0.062,0.009,0.007,,0.003,,,,0.19,0.002,0.0462,,0.0013,0.001,0,1100,780,,,7.8,600,180,1740.7,25,80,0.00181,,,,,3,37,323,1480,1200,26.640088000000002
9Cr-035,87.1441,0.098,9.5,0.42,0.29,0.13,,0.36,1.74,0.062,0.009,0.007,,0.003,,,,0.19,0.002,0.0462,,0.0013,0.001,0,1100,780,,,7.8,600,160,8219.9,27,72,0.000225,,,,,30,416,3990,7730,5570,26.640088000000002
9Cr-035,87.1441,0.098,9.5,0.42,0.29,0.13,,0.36,1.74,0.062,0.009,0.007,,0.003,,,,0.19,0.002,0.0462,,0.0013,0.001,0,1100,780,,,7.8,600,140,25944.6,13,41,6.12e-05,,,,,54,1520,15100,25100,16800,26.640088000000002
9Cr-035,87.1441,0.098,9.5,0.42,0.29,0.13,,0.36,1.74,0.062,0.009,0.007,,0.003,,,,0.19,0.002,0.0462,,0.0013,0.001,0,1100,780,,,7.8,600,130,39539.9,11,15,2.57e-05,,,,,757,14900,30800,38700,23100,26.640088000000002
9Cr-035,87.1441,0.098,9.5,0.42,0.29,0.13,,0.36,1.74,0.062,0.009,0.007,,0.003,,,,0.19,0.002,0.0462,,0.0013,0.001,0,1100,780,,,7.8,600,120,65363.4,8,10,1.81e-05,,,,,1600,25700,52200,65200,43000,26.640088000000002
9Cr-035,87.1441,0.098,9.5,0.42,0.29,0.13,,0.36,1.74,0.062,0.009,0.007,,0.003,,,,0.19,0.002,0.0462,,0.0013,0.001,0,1100,780,,,7.8,625,160,490.5,38,85,0.00771,,,,,,8,66,369,319,26.640088000000002
9Cr-035,87.1441,0.098,9.5,0.42,0.29,0.13,,0.36,1.74,0.062,0.009,0.007,,0.003,,,,0.19,0.002,0.0462,,0.0013,0.001,0,1100,780,,,7.8,625,140,3266.4,26,73,0.000573,,,,,16,281,1780,3080,2120,26.640088000000002
9Cr-035,87.1441,0.098,9.5,0.42,0.29,0.13,,0.36,1.74,0.062,0.009,0.007,,0.003,,,,0.19,0.002,0.0462,,0.0013,0.001,0,1100,780,,,7.8,625,130,5507.7,24,64,0.000319,,,,,19,459,3080,5170,3410,26.640088000000002
9Cr-035,87.1441,0.098,9.5,0.42,0.29,0.13,,0.36,1.74,0.062,0.009,0.007,,0.003,,,,0.19,0.002,0.0462,,0.0013,0.001,0,1100,780,,,7.8,625,110,20698.4,11,24,8.63e-05,,,,,361,5420,13500,20000,12100,26.640088000000002
9Cr-035,87.1441,0.098,9.5,0.42,0.29,0.13,,0.36,1.74,0.062,0.009,0.007,,0.003,,,,0.19,0.002,0.0462,,0.0013,0.001,0,1100,780,,,7.8,625,100,30448,7,8,5.67e-05,,,,,434,8140,21700,,21000,26.640088000000002
9Cr-035,87.1441,0.098,9.5,0.42,0.29,0.13,,0.36,1.74,0.062,0.009,0.007,,0.003,,,,0.19,0.002,0.0462,,0.0013,0.001,0,1100,780,,,7.8,625,80,80704.5,4,1,1.51e-05,,,,,6170,37700,74600,,,26.640088000000002
9Cr-035,87.1441,0.098,9.5,0.42,0.29,0.13,,0.36,1.74,0.062,0.009,0.007,,0.003,,,,0.19,0.002,0.0462,,0.0013,0.001,0,1100,780,,,7.8,650,180,6.2,33,90,0.92,,,,,,,1,4,3,26.640088000000002
9Cr-035,87.1441,0.098,9.5,0.42,0.29,0.13,,0.36,1.74,0.062,0.009,0.007,,0.003,,,,0.19,0.002,0.0462,,0.0013,0.001,0,1100,780,,,7.8,650,160,29.9,33,89,0.167,,,,,,1,7,21,17,26.640088000000002
9Cr-035,87.1441,0.098,9.5,0.42,0.29,0.13,,0.36,1.74,0.062,0.009,0.007,,0.003,,,,0.19,0.002,0.0462,,0.0013,0.001,0,1100,780,,,7.8,650,140,171.2,26,85,0.0245,,,,,,6,34,131,110,26.640088000000002
9Cr-035,87.1441,0.098,9.5,0.42,0.29,0.13,,0.36,1.74,0.062,0.009,0.007,,0.003,,,,0.19,0.002,0.0462,,0.0013,0.001,0,1100,780,,,7.8,650,130,564.3,32,80,0.00571,,,,,2,20,139,480,381,26.640088000000002
9Cr-035,87.1441,0.098,9.5,0.42,0.29,0.13,,0.36,1.74,0.062,0.009,0.007,,0.003,,,,0.19,0.002,0.0462,,0.0013,0.001,0,1100,780,,,7.8,650,110,2588.8,24,62,0.000835,,,,,19,288,1340,2350,1500,26.640088000000002
9Cr-035,87.1441,0.098,9.5,0.42,0.29,0.13,,0.36,1.74,0.062,0.009,0.007,,0.003,,,,0.19,0.002,0.0462,,0.0013,0.001,0,1100,780,,,7.8,650,100,4830.7,14,41,0.000446,,,,,146,1110,2920,4520,2920,26.640088000000002
9Cr-035,87.1441,0.098,9.5,0.42,0.29,0.13,,0.36,1.74,0.062,0.009,0.007,,0.003,,,,0.19,0.002,0.0462,,0.0013,0.001,0,1100,780,,,7.8,650,90,11218.7,11,13,0.000215,,,,,151,1770,5930,10400,6690,26.640088000000002
9Cr-035,87.1441,0.098,9.5,0.42,0.29,0.13,,0.36,1.74,0.062,0.009,0.007,,0.003,,,,0.19,0.002,0.0462,,0.0013,0.001,0,1100,780,,,7.8,650,80,21504.8,8,8,9.69e-05,,,,,1670,6510,14100,20900,12900,26.640088000000002
9Cr-035,87.1441,0.098,9.5,0.42,0.29,0.13,,0.36,1.74,0.062,0.009,0.007,,0.003,,,,0.19,0.002,0.0462,,0.0013,0.001,0,1100,780,,,7.8,650,70,46436.7,7,6,3.3e-05,,,,,5660,19800,36400,,29700,26.640088000000002
9Cr-035,87.1441,0.098,9.5,0.42,0.29,0.13,,0.36,1.74,0.062,0.009,0.007,,0.003,,,,0.19,0.002,0.0462,,0.0013,0.001,0,1100,780,,,7.8,650,60,65958.6,5,0,1.85e-05,,,,,8840,32600,57100,,44300,26.640088000000002
9Cr-035,87.1441,0.098,9.5,0.42,0.29,0.13,,0.36,1.74,0.062,0.009,0.007,,0.003,,,,0.19,0.002,0.0462,,0.0013,0.001,0,1100,780,,,7.8,650,50,104837.7,8,6,1.01e-05,,,,,28100,61500,88700,104800,64600,26.640088000000002
9Cr-035,87.1441,0.098,9.5,0.42,0.29,0.13,,0.36,1.74,0.062,0.009,0.007,,0.003,,,,0.19,0.002,0.0462,,0.0013,0.001,0,1100,780,,,7.8,675,110,240.8,26,81,0.0167,,,,,1,11,61,196,160,26.640088000000002
9Cr-035,87.1441,0.098,9.5,0.42,0.29,0.13,,0.36,1.74,0.062,0.009,0.007,,0.003,,,,0.19,0.002,0.0462,,0.0013,0.001,0,1100,780,,,7.8,675,90,1333.6,25,64,0.00227,,,,,21,172,606,1190,855,26.640088000000002
9Cr-035,87.1441,0.098,9.5,0.42,0.29,0.13,,0.36,1.74,0.062,0.009,0.007,,0.003,,,,0.19,0.002,0.0462,,0.0013,0.001,0,1100,780,,,7.8,675,80,2674.6,9,13,0.00134,,,,,5,110,758,2290,1740,26.640088000000002
9Cr-035,87.1441,0.098,9.5,0.42,0.29,0.13,,0.36,1.74,0.062,0.009,0.007,,0.003,,,,0.19,0.002,0.0462,,0.0013,0.001,0,1100,780,,,7.8,675,60,14858.2,11,13,0.000145,,,,,1070,4300,9140,14300,8020,26.640088000000002
9Cr-035,87.1441,0.098,9.5,0.42,0.29,0.13,,0.36,1.74,0.062,0.009,0.007,,0.003,,,,0.19,0.002,0.0462,,0.0013,0.001,0,1100,780,,,7.8,675,50,33924.9,12,10,7.21e-05,,,,,1100,7270,19100,32100,20100,26.640088000000002
9Cr-035,87.1441,0.098,9.5,0.42,0.29,0.13,,0.36,1.74,0.062,0.009,0.007,,0.003,,,,0.19,0.002,0.0462,,0.0013,0.001,0,1100,780,,,7.8,675,40,66294.7,10,8,1.96e-05,,,,,6650,29000,49500,,37400,26.640088000000002
9Cr-035,87.1441,0.098,9.5,0.42,0.29,0.13,,0.36,1.74,0.062,0.009,0.007,,0.003,,,,0.19,0.002,0.0462,,0.0013,0.001,0,1100,780,,,7.8,700,120,6.8,50,94,0.816,,,,,,,2,4,4,26.640088000000002
9Cr-035,87.1441,0.098,9.5,0.42,0.29,0.13,,0.36,1.74,0.062,0.009,0.007,,0.003,,,,0.19,0.002,0.0462,,0.0013,0.001,0,1100,780,,,7.8,700,100,43.5,45,92,0.109,,,,,,3,11,31,25,26.640088000000002
9Cr-035,87.1441,0.098,9.5,0.42,0.29,0.13,,0.36,1.74,0.062,0.009,0.007,,0.003,,,,0.19,0.002,0.0462,,0.0013,0.001,0,1100,780,,,7.8,700,85,211.9,33,84,0.0204,,,,,1,15,60,166,136,26.640088000000002
9Cr-035,87.1441,0.098,9.5,0.42,0.29,0.13,,0.36,1.74,0.062,0.009,0.007,,0.003,,,,0.19,0.002,0.0462,,0.0013,0.001,0,1100,780,,,7.8,700,70,978.1,29,65,0.00361,,,,,29,133,405,841,607,26.640088000000002
9Cr-035,87.1441,0.098,9.5,0.42,0.29,0.13,,0.36,1.74,0.062,0.009,0.007,,0.003,,,,0.19,0.002,0.0462,,0.0013,0.001,0,1100,780,,,7.8,700,60,2387.4,17,11,0.00125,,,,,132,500,1210,2110,1390,26.640088000000002
9Cr-035,87.1441,0.098,9.5,0.42,0.29,0.13,,0.36,1.74,0.062,0.009,0.007,,0.003,,,,0.19,0.002,0.0462,,0.0013,0.001,0,1100,780,,,7.8,700,50,5583.5,12,7,0.000497,,,,,678,1630,3070,5060,2760,26.640088000000002
9Cr-035,87.1441,0.098,9.5,0.42,0.29,0.13,,0.36,1.74,0.062,0.009,0.007,,0.003,,,,0.19,0.002,0.0462,,0.0013,0.001,0,1100,780,,,7.8,700,40,13850.6,8,2,0.000176,,,,,1670,4340,8440,13400,7610,26.640088000000002
9Cr-035,87.1441,0.098,9.5,0.42,0.29,0.13,,0.36,1.74,0.062,0.009,0.007,,0.003,,,,0.19,0.002,0.0462,,0.0013,0.001,0,1100,780,,,7.8,700,30,38410.1,7,0,5.06e-05,,,,,4840,13500,25400,38200,20600,26.640088000000002
9Cr-035,87.1441,0.098,9.5,0.42,0.29,0.13,,0.36,1.74,0.062,0.009,0.007,,0.003,,,,0.19,0.002,0.0462,,0.0013,0.001,0,1100,780,,,7.8,700,25,71306.8,,,2.9e-05,,,,,10900,21400,41100,69100,22800,26.640088000000002
9Cr-035,87.1441,0.098,9.5,0.42,0.29,0.13,,0.36,1.74,0.062,0.009,0.007,,0.003,,,,0.19,0.002,0.0462,,0.0013,0.001,0,1100,780,,,7.8,725,85,16.6,59,93,0.322,,,,,,,3,11,9,26.640088000000002
9Cr-035,87.1441,0.098,9.5,0.42,0.29,0.13,,0.36,1.74,0.062,0.009,0.007,,0.003,,,,0.19,0.002,0.0462,,0.0013,0.001,0,1100,780,,,7.8,725,60,239,49,87,0.0204,,,,,5,23,67,180,153,26.640088000000002
9Cr-035,87.1441,0.098,9.5,0.42,0.29,0.13,,0.36,1.74,0.062,0.009,0.007,,0.003,,,,0.19,0.002,0.0462,,0.0013,0.001,0,1100,780,,,7.8,750,50,97.4,30,87,0.0487,,,,,2,8,27,74,60,26.640088000000002
9Cr-035,87.1441,0.098,9.5,0.42,0.29,0.13,,0.36,1.74,0.062,0.009,0.007,,0.003,,,,0.19,0.002,0.0462,,0.0013,0.001,0,1100,780,,,7.8,750,40,361.9,24,72,0.011,,,,,9,38,124,293,224,26.640088000000002
9Cr-035,87.1441,0.098,9.5,0.42,0.29,0.13,,0.36,1.74,0.062,0.009,0.007,,0.003,,,,0.19,0.002,0.0462,,0.0013,0.001,0,1100,780,,,7.8,750,30,1487.7,20,60,0.00202,,,,,58,241,712,1300,899,26.640088000000002
9Cr-035,87.1441,0.098,9.5,0.42,0.29,0.13,,0.36,1.74,0.062,0.009,0.007,,0.003,,,,0.19,0.002,0.0462,,0.0013,0.001,0,1100,780,,,7.8,750,25,3079.4,,,0.000886,,,,,178,686,1630,2660,1720,26.640088000000002
9Cr-035,87.1441,0.098,9.5,0.42,0.29,0.13,,0.36,1.74,0.062,0.009,0.007,,0.003,,,,0.19,0.002,0.0462,,0.0013,0.001,0,1100,780,,,7.8,750,20,5050.2,,,0.000397,,,,,497,1660,3380,5010,3020,26.640088000000002
9Cr-036,87.3217,0.1,9,0.44,0.25,0.27,,0.44,1.85,0.06,0.014,0.013,,0.001,,,,0.19,0.003,0.046,,0.0003,0.001,0,1050,780,,,10.5,550,250,1983,27,87,0.0022,,,,,9,90,465,1550,1310,26.720149999999997
9Cr-036,87.3217,0.1,9,0.44,0.25,0.27,,0.44,1.85,0.06,0.014,0.013,,0.001,,,,0.19,0.003,0.046,,0.0003,0.001,0,1050,780,,,10.5,550,230,7989.6,31,85,0.00043,,,,,16,233,1610,6560,5240,26.720149999999997
9Cr-036,87.3217,0.1,9,0.44,0.25,0.27,,0.44,1.85,0.06,0.014,0.013,,0.001,,,,0.19,0.003,0.046,,0.0003,0.001,0,1050,780,,,10.5,600,190,814.2,27,85,0.0049,,,,,1,13,118,617,541,26.720149999999997
9Cr-036,87.3217,0.1,9,0.44,0.25,0.27,,0.44,1.85,0.06,0.014,0.013,,0.001,,,,0.19,0.003,0.046,,0.0003,0.001,0,1050,780,,,10.5,600,180,1755.6,27,82,0.0019,,,,,3,36,302,1460,1230,26.720149999999997
9Cr-036,87.3217,0.1,9,0.44,0.25,0.27,,0.44,1.85,0.06,0.014,0.013,,0.001,,,,0.19,0.003,0.046,,0.0003,0.001,0,1050,780,,,10.5,600,160,9106.3,25,73,0.00021,,,,,21,320,4030,8580,6310,26.720149999999997
9Cr-036,87.3217,0.1,9,0.44,0.25,0.27,,0.44,1.85,0.06,0.014,0.013,,0.001,,,,0.19,0.003,0.046,,0.0003,0.001,0,1050,780,,,10.5,600,140,20992.1,17,51,6.3e-05,,,,,106,3570,14700,20200,13400,26.720149999999997
9Cr-036,87.3217,0.1,9,0.44,0.25,0.27,,0.44,1.85,0.06,0.014,0.013,,0.001,,,,0.19,0.003,0.046,,0.0003,0.001,0,1050,780,,,10.5,625,160,658,30,86,0.0054,,,,,1,9,82,514,448,26.720149999999997
9Cr-036,87.3217,0.1,9,0.44,0.25,0.27,,0.44,1.85,0.06,0.014,0.013,,0.001,,,,0.19,0.003,0.046,,0.0003,0.001,0,1050,780,,,10.5,625,140,3125.8,27,81,0.00064,,,,,4,82,1270,2880,2010,26.720149999999997
9Cr-036,87.3217,0.1,9,0.44,0.25,0.27,,0.44,1.85,0.06,0.014,0.013,,0.001,,,,0.19,0.003,0.046,,0.0003,0.001,0,1050,780,,,10.5,625,130,4997.8,26,70,0.00037,,,,,27,437,2800,4660,3170,26.720149999999997
9Cr-036,87.3217,0.1,9,0.44,0.25,0.27,,0.44,1.85,0.06,0.014,0.013,,0.001,,,,0.19,0.003,0.046,,0.0003,0.001,0,1050,780,,,10.5,625,110,13507.2,22,50,0.00011,,,,,142,3420,8780,12700,7310,26.720149999999997
9Cr-036,87.3217,0.1,9,0.44,0.25,0.27,,0.44,1.85,0.06,0.014,0.013,,0.001,,,,0.19,0.003,0.046,,0.0003,0.001,0,1050,780,,,10.5,625,100,19398.8,21,40,7e-05,,,,,570,6610,13500,18400,9980,26.720149999999997
9Cr-036,87.3217,0.1,9,0.44,0.25,0.27,,0.44,1.85,0.06,0.014,0.013,,0.001,,,,0.19,0.003,0.046,,0.0003,0.001,0,1050,780,,,10.5,650,130,527.5,29,88,0.0057,,,,,2,17,128,447,344,26.720149999999997
9Cr-036,87.3217,0.1,9,0.44,0.25,0.27,,0.44,1.85,0.06,0.014,0.013,,0.001,,,,0.19,0.003,0.046,,0.0003,0.001,0,1050,780,,,10.5,650,110,2013.1,34,80,0.001,,,,,15,219,1050,1820,1110,26.720149999999997
9Cr-036,87.3217,0.1,9,0.44,0.25,0.27,,0.44,1.85,0.06,0.014,0.013,,0.001,,,,0.19,0.003,0.046,,0.0003,0.001,0,1050,780,,,10.5,650,100,3631,31,75,0.00052,,,,,104,940,2190,3320,1890,26.720149999999997
9Cr-036,87.3217,0.1,9,0.44,0.25,0.27,,0.44,1.85,0.06,0.014,0.013,,0.001,,,,0.19,0.003,0.046,,0.0003,0.001,0,1050,780,,,10.5,650,80,11508.9,25,52,0.00016,,,,,923,3730,7330,10600,5690,26.720149999999997
9Cr-036,87.3217,0.1,9,0.44,0.25,0.27,,0.44,1.85,0.06,0.014,0.013,,0.001,,,,0.19,0.003,0.046,,0.0003,0.001,0,1050,780,,,10.5,650,70,19129.5,24,40,9.9e-05,,,,,3180,7420,12900,17900,9630,26.720149999999997
9Cr-036,87.3217,0.1,9,0.44,0.25,0.27,,0.44,1.85,0.06,0.014,0.013,,0.001,,,,0.19,0.003,0.046,,0.0003,0.001,0,1050,780,,,10.5,675,90,967.3,39,77,0.0029,,,,,13,119,440,841,564,26.720149999999997
9Cr-036,87.3217,0.1,9,0.44,0.25,0.27,,0.44,1.85,0.06,0.014,0.013,,0.001,,,,0.19,0.003,0.046,,0.0003,0.001,0,1050,780,,,10.5,675,80,1764.8,34,75,0.0015,,,,,57,355,915,1540,962,26.720149999999997
9Cr-036,87.3217,0.1,9,0.44,0.25,0.27,,0.44,1.85,0.06,0.014,0.013,,0.001,,,,0.19,0.003,0.046,,0.0003,0.001,0,1050,780,,,10.5,675,60,7889.8,31,48,0.00036,,,,,515,1870,4140,6980,4280,26.720149999999997
9Cr-036,87.3217,0.1,9,0.44,0.25,0.27,,0.44,1.85,0.06,0.014,0.013,,0.001,,,,0.19,0.003,0.046,,0.0003,0.001,0,1050,780,,,10.5,675,50,15983,18,32,0.00013,,,,,1790,5160,9760,14800,7600,26.720149999999997
9Cr-036,87.3217,0.1,9,0.44,0.25,0.27,,0.44,1.85,0.06,0.014,0.013,,0.001,,,,0.19,0.003,0.046,,0.0003,0.001,0,1050,780,,,10.5,700,70,536.1,35,84,0.0075,,,,,13,62,192,433,330,26.720149999999997
9Cr-036,87.3217,0.1,9,0.44,0.25,0.27,,0.44,1.85,0.06,0.014,0.013,,0.001,,,,0.19,0.003,0.046,,0.0003,0.001,0,1050,780,,,10.5,700,60,1090.5,30,74,0.003,,,,,60,215,510,915,577,26.720149999999997
9Cr-036,87.3217,0.1,9,0.44,0.25,0.27,,0.44,1.85,0.06,0.014,0.013,,0.001,,,,0.19,0.003,0.046,,0.0003,0.001,0,1050,780,,,10.5,700,50,2931.6,41,69,0.001,,,,,181,646,1440,2480,1430,26.720149999999997
9Cr-036,87.3217,0.1,9,0.44,0.25,0.27,,0.44,1.85,0.06,0.014,0.013,,0.001,,,,0.19,0.003,0.046,,0.0003,0.001,0,1050,780,,,10.5,700,40,7218.4,22,38,0.00032,,,,,845,2270,4170,6410,3280,26.720149999999997
9Cr-036,87.3217,0.1,9,0.44,0.25,0.27,,0.44,1.85,0.06,0.014,0.013,,0.001,,,,0.19,0.003,0.046,,0.0003,0.001,0,1050,780,,,10.5,700,30,14678.2,52,43,0.00016,,,,,1370,4300,8570,12900,7240,26.720149999999997
9Cr-037,87.7839,0.092,8.91,0.42,0.25,0.15,,0.39,1.68,0.05,0.01,0.019,,0.001,,,,0.2,0.0025,0.039,,0.0016,0.001,0,1050,760,,,9.7,550,250,10397.3,28,80,0.00027,,,,,16,290,2570,9130,6900,26.631115
9Cr-037,87.7839,0.092,8.91,0.42,0.25,0.15,,0.39,1.68,0.05,0.01,0.019,,0.001,,,,0.2,0.0025,0.039,,0.0016,0.001,0,1050,760,,,9.7,600,190,2461.4,24,78,0.0011,,,,,8,131,901,2230,1710,26.631115
9Cr-037,87.7839,0.092,8.91,0.42,0.25,0.15,,0.39,1.68,0.05,0.01,0.019,,0.001,,,,0.2,0.0025,0.039,,0.0016,0.001,0,1050,760,,,9.7,600,180,3905.5,29,81,0.00061,,,,,23,301,1770,3610,2700,26.631115
9Cr-037,87.7839,0.092,8.91,0.42,0.25,0.15,,0.39,1.68,0.05,0.01,0.019,,0.001,,,,0.2,0.0025,0.039,,0.0016,0.001,0,1050,760,,,9.7,600,160,11025.4,23,76,0.00015,,,,,45,961,6270,10500,6700,26.631115
9Cr-037,87.7839,0.092,8.91,0.42,0.25,0.15,,0.39,1.68,0.05,0.01,0.019,,0.001,,,,0.2,0.0025,0.039,,0.0016,0.001,0,1050,760,,,9.7,600,140,26613.8,29,78,5.6e-05,,,,,1220,9340,18900,25600,14800,26.631115
9Cr-037,87.7839,0.092,8.91,0.42,0.25,0.15,,0.39,1.68,0.05,0.01,0.019,,0.001,,,,0.2,0.0025,0.039,,0.0016,0.001,0,1050,760,,,9.7,625,160,1079.5,24,82,0.0024,,,,,4,67,417,975,697,26.631115
9Cr-037,87.7839,0.092,8.91,0.42,0.25,0.15,,0.39,1.68,0.05,0.01,0.019,,0.001,,,,0.2,0.0025,0.039,,0.0016,0.001,0,1050,760,,,9.7,625,140,3446,32,83,0.00058,,,,,55,638,2010,3210,1990,26.631115
9Cr-037,87.7839,0.092,8.91,0.42,0.25,0.15,,0.39,1.68,0.05,0.01,0.019,,0.001,,,,0.2,0.0025,0.039,,0.0016,0.001,0,1050,760,,,9.7,625,130,5463.3,39,84,0.0004,,,,,139,1210,3130,5050,3050,26.631115
9Cr-037,87.7839,0.092,8.91,0.42,0.25,0.15,,0.39,1.68,0.05,0.01,0.019,,0.001,,,,0.2,0.0025,0.039,,0.0016,0.001,0,1050,760,,,9.7,625,110,17413.2,21,65,0.00013,,,,,823,4400,10100,16400,8930,26.631115
9Cr-037,87.7839,0.092,8.91,0.42,0.25,0.15,,0.39,1.68,0.05,0.01,0.019,,0.001,,,,0.2,0.0025,0.039,,0.0016,0.001,0,1050,760,,,9.7,625,100,27883,17,17,8.8e-05,,,,,2000,7570,17000,26300,17600,26.631115
9Cr-037,87.7839,0.092,8.91,0.42,0.25,0.15,,0.39,1.68,0.05,0.01,0.019,,0.001,,,,0.2,0.0025,0.039,,0.0016,0.001,0,1050,760,,,9.7,650,130,640.1,39,87,0.0045,,,,,9,84,291,561,371,26.631115
9Cr-037,87.7839,0.092,8.91,0.42,0.25,0.15,,0.39,1.68,0.05,0.01,0.019,,0.001,,,,0.2,0.0025,0.039,,0.0016,0.001,0,1050,760,,,9.7,650,110,2151,37,83,0.0013,,,,,86,447,1070,1920,1080,26.631115
9Cr-037,87.7839,0.092,8.91,0.42,0.25,0.15,,0.39,1.68,0.05,0.01,0.019,,0.001,,,,0.2,0.0025,0.039,,0.0016,0.001,0,1050,760,,,9.7,650,100,3898.8,40,87,0.00083,,,,,100,632,1770,3470,2380,26.631115
9Cr-037,87.7839,0.092,8.91,0.42,0.25,0.15,,0.39,1.68,0.05,0.01,0.019,,0.001,,,,0.2,0.0025,0.039,,0.0016,0.001,0,1050,760,,,9.7,650,80,15659.5,30,77,0.0002,,,,,630,2730,7400,14300,10100,26.631115
9Cr-037,87.7839,0.092,8.91,0.42,0.25,0.15,,0.39,1.68,0.05,0.01,0.019,,0.001,,,,0.2,0.0025,0.039,,0.0016,0.001,0,1050,760,,,9.7,650,70,28235.7,17,61,9.1e-05,,,,,1520,6320,16000,26800,17700,26.631115
9Cr-037,87.7839,0.092,8.91,0.42,0.25,0.15,,0.39,1.68,0.05,0.01,0.019,,0.001,,,,0.2,0.0025,0.039,,0.0016,0.001,0,1050,760,,,9.7,675,90,962.2,31,88,0.0042,,,,,31,130,357,818,646,26.631115
9Cr-037,87.7839,0.092,8.91,0.42,0.25,0.15,,0.39,1.68,0.05,0.01,0.019,,0.001,,,,0.2,0.0025,0.039,,0.0016,0.001,0,1050,760,,,9.7,675,80,1933.4,28,86,0.0019,,,,,71,275,788,1690,1270,26.631115
9Cr-037,87.7839,0.092,8.91,0.42,0.25,0.15,,0.39,1.68,0.05,0.01,0.019,,0.001,,,,0.2,0.0025,0.039,,0.0016,0.001,0,1050,760,,,9.7,675,60,10798.7,23,73,0.00028,,,,,412,1760,5070,9740,6380,26.631115
9Cr-037,87.7839,0.092,8.91,0.42,0.25,0.15,,0.39,1.68,0.05,0.01,0.019,,0.001,,,,0.2,0.0025,0.039,,0.0016,0.001,0,1050,760,,,9.7,675,50,23466.8,23,58,0.00013,,,,,557,3400,11100,21200,15700,26.631115
9Cr-037,87.7839,0.092,8.91,0.42,0.25,0.15,,0.39,1.68,0.05,0.01,0.019,,0.001,,,,0.2,0.0025,0.039,,0.0016,0.001,0,1050,760,,,9.7,700,70,525.6,30,89,0.0081,,,,,13,63,183,430,334,26.631115
9Cr-037,87.7839,0.092,8.91,0.42,0.25,0.15,,0.39,1.68,0.05,0.01,0.019,,0.001,,,,0.2,0.0025,0.039,,0.0016,0.001,0,1050,760,,,9.7,700,60,1340.4,32,88,0.0029,,,,,58,196,538,1140,895,26.631115
9Cr-037,87.7839,0.092,8.91,0.42,0.25,0.15,,0.39,1.68,0.05,0.01,0.019,,0.001,,,,0.2,0.0025,0.039,,0.0016,0.001,0,1050,760,,,9.7,700,50,3451.5,45,88,0.001,,,,,125,509,1460,2950,2100,26.631115
9Cr-037,87.7839,0.092,8.91,0.42,0.25,0.15,,0.39,1.68,0.05,0.01,0.019,,0.001,,,,0.2,0.0025,0.039,,0.0016,0.001,0,1050,760,,,9.7,700,40,8606.2,42,80,0.00035,,,,,323,1490,4170,7620,5270,26.631115
9Cr-037,87.7839,0.092,8.91,0.42,0.25,0.15,,0.39,1.68,0.05,0.01,0.019,,0.001,,,,0.2,0.0025,0.039,,0.0016,0.001,0,1050,760,,,9.7,700,30,20870,34,51,0.00012,,,,,832,4190,11800,18800,13000,26.631115
9Cr-038,87.5687,0.11,9.26,0.41,0.1,0.17,,0.42,1.67,0.057,0.01,0.012,,0.003,,,,0.16,0.002,0.0462,,0.0037,0.001,0,1070,780,,,7.3,550,300,15.7,33,82,,,,,,,,,,,26.641417999999998
9Cr-038,87.5687,0.11,9.26,0.41,0.1,0.17,,0.42,1.67,0.057,0.01,0.012,,0.003,,,,0.16,0.002,0.0462,,0.0037,0.001,0,1070,780,,,7.3,550,280,78.4,26,83,,,,,,,,,,,26.641417999999998
9Cr-038,87.5687,0.11,9.26,0.41,0.1,0.17,,0.42,1.67,0.057,0.01,0.012,,0.003,,,,0.16,0.002,0.0462,,0.0037,0.001,0,1070,780,,,7.3,550,260,170.1,29,85,,,,,,,,,,,26.641417999999998
9Cr-038,87.5687,0.11,9.26,0.41,0.1,0.17,,0.42,1.67,0.057,0.01,0.012,,0.003,,,,0.16,0.002,0.0462,,0.0037,0.001,0,1070,780,,,7.3,550,250,404.4,24,84,,,,,,,,,,,26.641417999999998
9Cr-038,87.5687,0.11,9.26,0.41,0.1,0.17,,0.42,1.67,0.057,0.01,0.012,,0.003,,,,0.16,0.002,0.0462,,0.0037,0.001,0,1070,780,,,7.3,550,230,1977.8,26,84,,,,,,,,,,,26.641417999999998
9Cr-038,87.5687,0.11,9.26,0.41,0.1,0.17,,0.42,1.67,0.057,0.01,0.012,,0.003,,,,0.16,0.002,0.0462,,0.0037,0.001,0,1070,780,,,7.3,550,220,7698.8,23,84,,,,,,,,,,,26.641417999999998
