,ID,CT_Temp,CT_CS,CT_RT,LMP,shapley,shapley_percentage
0,9Cr-001,650.0,206.843,665.8,20.4756430613416,0.12708898447218275,12.896406160924828
1,9Cr-001,650.0,189.606,1187.5,20.851743598340718,0.12086846800094114,12.26517673315791
2,9Cr-001,650.0,172.36900000000003,1454.0,20.983347877760753,0.12153575008103132,12.332889452434799
3,9Cr-001,650.0,155.132,2344.0,21.293749197952987,0.11940724268795361,12.116898302834656
4,9Cr-001,650.0,153.753,3469.0,21.54855407053034,0.12072460171589047,12.250577843627223
5,9Cr-001,650.0,137.895,5388.0,21.834754199394666,0.12364491743358827,12.546918063591816
6,9Cr-001,650.0,120.65799999999999,12730.0,22.393615849508446,0.12502705485913168,12.68717101851195
7,9Cr-001,650.0,103.421,25234.0,22.838365920816997,0.1271634484666602,12.90396242491682
