ID,Fe,C,Cr,Mn,Si,Ni,Co,Mo,W,Nb,Al,P,Cu,Ti,V,B,N,S,Homo,Normal,Temper1,AGS No.,CT_Temp,CT_CS,CT_RT,CT_EL,CT_RA,CT_MCR,CT_0.5% CS,CT_1.0% CS,CT_2.0% CS,CT_5.0% CS,CT_TTC
AUS_009,66.1141,0.065,18.05,1.76,0.49,12.13,0.22,0.06,,0.88,0.007,0.019,0.08,0.036,0.036,0.0018,0.0241,0.027,0,1130,,4.8,700,216,15,19,31,,,,,,
AUS_009,66.1141,0.065,18.05,1.76,0.49,12.13,0.22,0.06,,0.88,0.007,0.019,0.08,0.036,0.036,0.0018,0.0241,0.027,0,1130,,4.8,700,176,314.3,11,23,,,,,,
AUS_009,66.1141,0.065,18.05,1.76,0.49,12.13,0.22,0.06,,0.88,0.007,0.019,0.08,0.036,0.036,0.0018,0.0241,0.027,0,1130,,4.8,700,137,2230.4,16,34,,,,,,
AUS_009,66.1141,0.065,18.05,1.76,0.49,12.13,0.22,0.06,,0.88,0.007,0.019,0.08,0.036,0.036,0.0018,0.0241,0.027,0,1130,,4.8,700,98,7261.6,22,35,,,,,,
AUS_009,66.1141,0.065,18.05,1.76,0.49,12.13,0.22,0.06,,0.88,0.007,0.019,0.08,0.036,0.036,0.0018,0.0241,0.027,0,1130,,4.8,700,78,18590,15,27,,,,,,
AUS_009,66.1141,0.065,18.05,1.76,0.49,12.13,0.22,0.06,,0.88,0.007,0.019,0.08,0.036,0.036,0.0018,0.0241,0.027,0,1130,,4.8,700,61,54946,8,15,,,,,,
AUS_009,66.1141,0.065,18.05,1.76,0.49,12.13,0.22,0.06,,0.88,0.007,0.019,0.08,0.036,0.036,0.0018,0.0241,0.027,0,1130,,4.8,700,53,105104,11,10,,,,,,
AUS_009,66.1141,0.065,18.05,1.76,0.49,12.13,0.22,0.06,,0.88,0.007,0.019,0.08,0.036,0.036,0.0018,0.0241,0.027,0,1130,,4.8,700,47,96998.5,4,4,,,,,,
AUS_009,66.1141,0.065,18.05,1.76,0.49,12.13,0.22,0.06,,0.88,0.007,0.019,0.08,0.036,0.036,0.0018,0.0241,0.027,0,1130,,4.8,750,157,76,30,45,,,,,,
AUS_009,66.1141,0.065,18.05,1.76,0.49,12.13,0.22,0.06,,0.88,0.007,0.019,0.08,0.036,0.036,0.0018,0.0241,0.027,0,1130,,4.8,750,137,162.6,25,39,,,,,,
AUS_009,66.1141,0.065,18.05,1.76,0.49,12.13,0.22,0.06,,0.88,0.007,0.019,0.08,0.036,0.036,0.0018,0.0241,0.027,0,1130,,4.8,750,118,350.8,35,44,,,,,,
AUS_009,66.1141,0.065,18.05,1.76,0.49,12.13,0.22,0.06,,0.88,0.007,0.019,0.08,0.036,0.036,0.0018,0.0241,0.027,0,1130,,4.8,750,98,636,27,61,,,,,,
AUS_009,66.1141,0.065,18.05,1.76,0.49,12.13,0.22,0.06,,0.88,0.007,0.019,0.08,0.036,0.036,0.0018,0.0241,0.027,0,1130,,4.8,750,98,606.8,30,51,,,,,,
AUS_009,66.1141,0.065,18.05,1.76,0.49,12.13,0.22,0.06,,0.88,0.007,0.019,0.08,0.036,0.036,0.0018,0.0241,0.027,0,1130,,4.8,750,69,3907.2,19,28,,,,,,
AUS_009,66.1141,0.065,18.05,1.76,0.49,12.13,0.22,0.06,,0.88,0.007,0.019,0.08,0.036,0.036,0.0018,0.0241,0.027,0,1130,,4.8,750,53,14318.9,9,17,,,,,,
AUS_009,66.1141,0.065,18.05,1.76,0.49,12.13,0.22,0.06,,0.88,0.007,0.019,0.08,0.036,0.036,0.0018,0.0241,0.027,0,1130,,4.8,750,37,45855.1,8,5,,,,,,
AUS_010,65.9177,0.06,17.7,1.82,0.54,12.38,0.28,0.19,,0.87,0.007,0.028,0.11,0.019,0.042,0.002,0.0223,0.012,0,1130,,5.2,600,314,463.8,16,32,,,,,,
AUS_010,65.9177,0.06,17.7,1.82,0.54,12.38,0.28,0.19,,0.87,0.007,0.028,0.11,0.019,0.042,0.002,0.0223,0.012,0,1130,,5.2,600,265,2117,11,24,,,,,,
AUS_010,65.9177,0.06,17.7,1.82,0.54,12.38,0.28,0.19,,0.87,0.007,0.028,0.11,0.019,0.042,0.002,0.0223,0.012,0,1130,,5.2,600,216,6336.8,6,12,,,,,,
AUS_010,65.9177,0.06,17.7,1.82,0.54,12.38,0.28,0.19,,0.87,0.007,0.028,0.11,0.019,0.042,0.002,0.0223,0.012,0,1130,,5.2,600,196,10372.9,5,12,,,,,,
AUS_010,65.9177,0.06,17.7,1.82,0.54,12.38,0.28,0.19,,0.87,0.007,0.028,0.11,0.019,0.042,0.002,0.0223,0.012,0,1130,,5.2,600,176,14936.3,4,7,,,,,,
AUS_010,65.9177,0.06,17.7,1.82,0.54,12.38,0.28,0.19,,0.87,0.007,0.028,0.11,0.019,0.042,0.002,0.0223,0.012,0,1130,,5.2,600,157,23478.4,4,10,,,,,,
AUS_010,65.9177,0.06,17.7,1.82,0.54,12.38,0.28,0.19,,0.87,0.007,0.028,0.11,0.019,0.042,0.002,0.0223,0.012,0,1130,,5.2,600,137,45542.6,3,8,,,,,,
AUS_010,65.9177,0.06,17.7,1.82,0.54,12.38,0.28,0.19,,0.87,0.007,0.028,0.11,0.019,0.042,0.002,0.0223,0.012,0,1130,,5.2,600,118,130538.2,4,6,,,,,,
AUS_010,65.9177,0.06,17.7,1.82,0.54,12.38,0.28,0.19,,0.87,0.007,0.028,0.11,0.019,0.042,0.002,0.0223,0.012,0,1130,,5.2,650,265,96.9,23,41,,,,,,
AUS_010,65.9177,0.06,17.7,1.82,0.54,12.38,0.28,0.19,,0.87,0.007,0.028,0.11,0.019,0.042,0.002,0.0223,0.012,0,1130,,5.2,650,216,690.2,9,17,,,,,,
AUS_010,65.9177,0.06,17.7,1.82,0.54,12.38,0.28,0.19,,0.87,0.007,0.028,0.11,0.019,0.042,0.002,0.0223,0.012,0,1130,,5.2,650,176,2492.8,6,17,,,,,,
AUS_010,65.9177,0.06,17.7,1.82,0.54,12.38,0.28,0.19,,0.87,0.007,0.028,0.11,0.019,0.042,0.002,0.0223,0.012,0,1130,,5.2,650,137,20634.6,6,15,,,,,,
AUS_010,65.9177,0.06,17.7,1.82,0.54,12.38,0.28,0.19,,0.87,0.007,0.028,0.11,0.019,0.042,0.002,0.0223,0.012,0,1130,,5.2,650,108,72182.8,21,31,,,,,,
AUS_010,65.9177,0.06,17.7,1.82,0.54,12.38,0.28,0.19,,0.87,0.007,0.028,0.11,0.019,0.042,0.002,0.0223,0.012,0,1130,,5.2,650,88,145069.5,19,25,,,,,,
AUS_010,65.9177,0.06,17.7,1.82,0.54,12.38,0.28,0.19,,0.87,0.007,0.028,0.11,0.019,0.042,0.002,0.0223,0.012,0,1130,,5.2,650,78,185943.7,13,21,,,,,,
AUS_010,65.9177,0.06,17.7,1.82,0.54,12.38,0.28,0.19,,0.87,0.007,0.028,0.11,0.019,0.042,0.002,0.0223,0.012,0,1130,,5.2,700,216,91.3,18,34,,,,,,
AUS_010,65.9177,0.06,17.7,1.82,0.54,12.38,0.28,0.19,,0.87,0.007,0.028,0.11,0.019,0.042,0.002,0.0223,0.012,0,1130,,5.2,700,176,913.7,16,30,,,,,,
AUS_010,65.9177,0.06,17.7,1.82,0.54,12.38,0.28,0.19,,0.87,0.007,0.028,0.11,0.019,0.042,0.002,0.0223,0.012,0,1130,,5.2,700,137,4584.4,19,54,,,,,,
AUS_010,65.9177,0.06,17.7,1.82,0.54,12.38,0.28,0.19,,0.87,0.007,0.028,0.11,0.019,0.042,0.002,0.0223,0.012,0,1130,,5.2,700,98,12701.5,37,63,,,,,,
AUS_010,65.9177,0.06,17.7,1.82,0.54,12.38,0.28,0.19,,0.87,0.007,0.028,0.11,0.019,0.042,0.002,0.0223,0.012,0,1130,,5.2,700,78,29455.4,21,42,,,,,,
AUS_010,65.9177,0.06,17.7,1.82,0.54,12.38,0.28,0.19,,0.87,0.007,0.028,0.11,0.019,0.042,0.002,0.0223,0.012,0,1130,,5.2,700,61,117966.5,19,20,,,,,,
AUS_010,65.9177,0.06,17.7,1.82,0.54,12.38,0.28,0.19,,0.87,0.007,0.028,0.11,0.019,0.042,0.002,0.0223,0.012,0,1130,,5.2,750,157,224.3,28,53,,,,,,
AUS_010,65.9177,0.06,17.7,1.82,0.54,12.38,0.28,0.19,,0.87,0.007,0.028,0.11,0.019,0.042,0.002,0.0223,0.012,0,1130,,5.2,750,137,461.9,27,69,,,,,,
AUS_010,65.9177,0.06,17.7,1.82,0.54,12.38,0.28,0.19,,0.87,0.007,0.028,0.11,0.019,0.042,0.002,0.0223,0.012,0,1130,,5.2,750,118,739.7,35,72,,,,,,
AUS_010,65.9177,0.06,17.7,1.82,0.54,12.38,0.28,0.19,,0.87,0.007,0.028,0.11,0.019,0.042,0.002,0.0223,0.012,0,1130,,5.2,750,98,1333.5,44,68,,,,,,
AUS_010,65.9177,0.06,17.7,1.82,0.54,12.38,0.28,0.19,,0.87,0.007,0.028,0.11,0.019,0.042,0.002,0.0223,0.012,0,1130,,5.2,750,98,1206.2,28,70,,,,,,
AUS_010,65.9177,0.06,17.7,1.82,0.54,12.38,0.28,0.19,,0.87,0.007,0.028,0.11,0.019,0.042,0.002,0.0223,0.012,0,1130,,5.2,750,69,5374,28,43,,,,,,
AUS_010,65.9177,0.06,17.7,1.82,0.54,12.38,0.28,0.19,,0.87,0.007,0.028,0.11,0.019,0.042,0.002,0.0223,0.012,0,1130,,5.2,750,53,22791.8,17,23,,,,,,
AUS_010,65.9177,0.06,17.7,1.82,0.54,12.38,0.28,0.19,,0.87,0.007,0.028,0.11,0.019,0.042,0.002,0.0223,0.012,0,1130,,5.2,750,37,97448.4,7,13,,,,,,
AUS_011,9.26,0.06,15.98,0.43,0.32,72.4579,0.1,0.32,,0.47,0.3,0.002,0.02,0.24,,0.0001,0.02,0.02,0,960,,7.4,600,300,39.1,94,58,,,,,,
AUS_011,9.26,0.06,15.98,0.43,0.32,72.4579,0.1,0.32,,0.47,0.3,0.002,0.02,0.24,,0.0001,0.02,0.02,0,960,,7.4,600,200,532.7,96,66,,,,,,
AUS_011,9.26,0.06,15.98,0.43,0.32,72.4579,0.1,0.32,,0.47,0.3,0.002,0.02,0.24,,0.0001,0.02,0.02,0,960,,7.4,600,140,4969.2,90,71,,,,,,
AUS_011,9.26,0.06,15.98,0.43,0.32,72.4579,0.1,0.32,,0.47,0.3,0.002,0.02,0.24,,0.0001,0.02,0.02,0,960,,7.4,600,100,31665.8,91,71,,,,,,
AUS_011,9.26,0.06,15.98,0.43,0.32,72.4579,0.1,0.32,,0.47,0.3,0.002,0.02,0.24,,0.0001,0.02,0.02,0,960,,7.4,600,80,112950.5,94,67,,,,,,
AUS_011,9.26,0.06,15.98,0.43,0.32,72.4579,0.1,0.32,,0.47,0.3,0.002,0.02,0.24,,0.0001,0.02,0.02,0,960,,7.4,700,140,56,74,64,,,,,,
AUS_011,9.26,0.06,15.98,0.43,0.32,72.4579,0.1,0.32,,0.47,0.3,0.002,0.02,0.24,,0.0001,0.02,0.02,0,960,,7.4,700,80,1453.3,85,59,,,,,,
AUS_011,9.26,0.06,15.98,0.43,0.32,72.4579,0.1,0.32,,0.47,0.3,0.002,0.02,0.24,,0.0001,0.02,0.02,0,960,,7.4,700,60,3244.6,62,55,,,,,,
AUS_011,9.26,0.06,15.98,0.43,0.32,72.4579,0.1,0.32,,0.47,0.3,0.002,0.02,0.24,,0.0001,0.02,0.02,0,960,,7.4,700,40,16107.1,73,50,,,,,,
AUS_011,9.26,0.06,15.98,0.43,0.32,72.4579,0.1,0.32,,0.47,0.3,0.002,0.02,0.24,,0.0001,0.02,0.02,0,960,,7.4,700,30,24188.7,106,52,,,,,,
AUS_011,9.26,0.06,15.98,0.43,0.32,72.4579,0.1,0.32,,0.47,0.3,0.002,0.02,0.24,,0.0001,0.02,0.02,0,960,,7.4,800,60,124,57,49,,,,,,
AUS_011,9.26,0.06,15.98,0.43,0.32,72.4579,0.1,0.32,,0.47,0.3,0.002,0.02,0.24,,0.0001,0.02,0.02,0,960,,7.4,800,40,348.2,72,45,,,,,,
AUS_011,9.26,0.06,15.98,0.43,0.32,72.4579,0.1,0.32,,0.47,0.3,0.002,0.02,0.24,,0.0001,0.02,0.02,0,960,,7.4,800,30,903.9,67,46,,,,,,
AUS_011,9.26,0.06,15.98,0.43,0.32,72.4579,0.1,0.32,,0.47,0.3,0.002,0.02,0.24,,0.0001,0.02,0.02,0,960,,7.4,800,20,5277.5,102,45,,,,,,
AUS_011,9.26,0.06,15.98,0.43,0.32,72.4579,0.1,0.32,,0.47,0.3,0.002,0.02,0.24,,0.0001,0.02,0.02,0,960,,7.4,800,14,89507.6,99,40,,,,,,
AUS_011,9.26,0.06,15.98,0.43,0.32,72.4579,0.1,0.32,,0.47,0.3,0.002,0.02,0.24,,0.0001,0.02,0.02,0,960,,7.4,900,40,26.4,60,55,,,,,,
AUS_011,9.26,0.06,15.98,0.43,0.32,72.4579,0.1,0.32,,0.47,0.3,0.002,0.02,0.24,,0.0001,0.02,0.02,0,960,,7.4,900,30,76.5,84,53,,,,,,
AUS_011,9.26,0.06,15.98,0.43,0.32,72.4579,0.1,0.32,,0.47,0.3,0.002,0.02,0.24,,0.0001,0.02,0.02,0,960,,7.4,900,20,164.3,81,49,,,,,,
AUS_011,9.26,0.06,15.98,0.43,0.32,72.4579,0.1,0.32,,0.47,0.3,0.002,0.02,0.24,,0.0001,0.02,0.02,0,960,,7.4,900,14,522,97,47,,,,,,
AUS_011,9.26,0.06,15.98,0.43,0.32,72.4579,0.1,0.32,,0.47,0.3,0.002,0.02,0.24,,0.0001,0.02,0.02,0,960,,7.4,900,10,6158.5,112,49,,,,,,
AUS_011,9.26,0.06,15.98,0.43,0.32,72.4579,0.1,0.32,,0.47,0.3,0.002,0.02,0.24,,0.0001,0.02,0.02,0,960,,7.4,1000,14,78,89,55,,,,,,
AUS_011,9.26,0.06,15.98,0.43,0.32,72.4579,0.1,0.32,,0.47,0.3,0.002,0.02,0.24,,0.0001,0.02,0.02,0,960,,7.4,1000,10,434.5,131,53,,,,,,
AUS_012,7.99,0.03,15.8,0.23,0.12,75.104,0.1,0.21,,0.05,0.11,0.005,0.16,0.08,,0.001,0.009,0.001,0,825,,6.5,600,300,16.7,86,70,,,,,,
AUS_012,7.99,0.03,15.8,0.23,0.12,75.104,0.1,0.21,,0.05,0.11,0.005,0.16,0.08,,0.001,0.009,0.001,0,825,,6.5,600,200,345.8,73,71,,,,,,
AUS_012,7.99,0.03,15.8,0.23,0.12,75.104,0.1,0.21,,0.05,0.11,0.005,0.16,0.08,,0.001,0.009,0.001,0,825,,6.5,600,140,2688.8,68,73,,,,,,
AUS_012,7.99,0.03,15.8,0.23,0.12,75.104,0.1,0.21,,0.05,0.11,0.005,0.16,0.08,,0.001,0.009,0.001,0,825,,6.5,600,100,12799.1,54,75,,,,,,
AUS_012,7.99,0.03,15.8,0.23,0.12,75.104,0.1,0.21,,0.05,0.11,0.005,0.16,0.08,,0.001,0.009,0.001,0,825,,6.5,600,80,30476.2,80,79,,,,,,
AUS_012,7.99,0.03,15.8,0.23,0.12,75.104,0.1,0.21,,0.05,0.11,0.005,0.16,0.08,,0.001,0.009,0.001,0,825,,6.5,700,140,35.5,60,75,,,,,,
AUS_012,7.99,0.03,15.8,0.23,0.12,75.104,0.1,0.21,,0.05,0.11,0.005,0.16,0.08,,0.001,0.009,0.001,0,825,,6.5,700,80,1108,15,42,,,,,,
AUS_012,7.99,0.03,15.8,0.23,0.12,75.104,0.1,0.21,,0.05,0.11,0.005,0.16,0.08,,0.001,0.009,0.001,0,825,,6.5,700,60,1583.2,46,62,,,,,,
AUS_012,7.99,0.03,15.8,0.23,0.12,75.104,0.1,0.21,,0.05,0.11,0.005,0.16,0.08,,0.001,0.009,0.001,0,825,,6.5,700,40,9144.2,21,45,,,,,,
AUS_012,7.99,0.03,15.8,0.23,0.12,75.104,0.1,0.21,,0.05,0.11,0.005,0.16,0.08,,0.001,0.009,0.001,0,825,,6.5,700,30,15003.6,52,56,,,,,,
AUS_012,7.99,0.03,15.8,0.23,0.12,75.104,0.1,0.21,,0.05,0.11,0.005,0.16,0.08,,0.001,0.009,0.001,0,825,,6.5,800,60,58.9,45,60,,,,,,
AUS_012,7.99,0.03,15.8,0.23,0.12,75.104,0.1,0.21,,0.05,0.11,0.005,0.16,0.08,,0.001,0.009,0.001,0,825,,6.5,800,40,189.4,48,54,,,,,,
AUS_012,7.99,0.03,15.8,0.23,0.12,75.104,0.1,0.21,,0.05,0.11,0.005,0.16,0.08,,0.001,0.009,0.001,0,825,,6.5,800,30,599.5,28,46,,,,,,
AUS_012,7.99,0.03,15.8,0.23,0.12,75.104,0.1,0.21,,0.05,0.11,0.005,0.16,0.08,,0.001,0.009,0.001,0,825,,6.5,800,30,2889,24,23,,,,,,
AUS_012,7.99,0.03,15.8,0.23,0.12,75.104,0.1,0.21,,0.05,0.11,0.005,0.16,0.08,,0.001,0.009,0.001,0,825,,6.5,800,20,3222.8,28,41,,,,,,
AUS_012,7.99,0.03,15.8,0.23,0.12,75.104,0.1,0.21,,0.05,0.11,0.005,0.16,0.08,,0.001,0.009,0.001,0,825,,6.5,800,14,5438,90,44,,,,,,
AUS_012,7.99,0.03,15.8,0.23,0.12,75.104,0.1,0.21,,0.05,0.11,0.005,0.16,0.08,,0.001,0.009,0.001,0,825,,6.5,900,40,10.8,65,63,,,,,,
AUS_012,7.99,0.03,15.8,0.23,0.12,75.104,0.1,0.21,,0.05,0.11,0.005,0.16,0.08,,0.001,0.009,0.001,0,825,,6.5,900,30,178.2,18,29,,,,,,
AUS_012,7.99,0.03,15.8,0.23,0.12,75.104,0.1,0.21,,0.05,0.11,0.005,0.16,0.08,,0.001,0.009,0.001,0,825,,6.5,900,20,913.9,18,29,,,,,,
AUS_012,7.99,0.03,15.8,0.23,0.12,75.104,0.1,0.21,,0.05,0.11,0.005,0.16,0.08,,0.001,0.009,0.001,0,825,,6.5,900,14,10280.5,46,27,,,,,,
AUS_012,7.99,0.03,15.8,0.23,0.12,75.104,0.1,0.21,,0.05,0.11,0.005,0.16,0.08,,0.001,0.009,0.001,0,825,,6.5,900,14,433.9,62,46,,,,,,
AUS_012,7.99,0.03,15.8,0.23,0.12,75.104,0.1,0.21,,0.05,0.11,0.005,0.16,0.08,,0.001,0.009,0.001,0,825,,6.5,1000,20,89.9,56,51,,,,,,
AUS_012,7.99,0.03,15.8,0.23,0.12,75.104,0.1,0.21,,0.05,0.11,0.005,0.16,0.08,,0.001,0.009,0.001,0,825,,6.5,1000,14,645.3,67,45,,,,,,
AUS_012,7.99,0.03,15.8,0.23,0.12,75.104,0.1,0.21,,0.05,0.11,0.005,0.16,0.08,,0.001,0.009,0.001,0,825,,6.5,1000,10,2414.1,108,40,,,,,,
AUS_013,8.67,0.09,15.69,0.28,0.2,73.402,0.2,0.13,,0.73,0.22,0.007,0.2,0.36,,0.003,0.017,0.001,0,1150,800,2.4,600,400,8.7,73,57,,,,,,
AUS_013,8.67,0.09,15.69,0.28,0.2,73.402,0.2,0.13,,0.73,0.22,0.007,0.2,0.36,,0.003,0.017,0.001,0,1150,800,2.4,600,300,89,90,65,,,,,,
AUS_013,8.67,0.09,15.69,0.28,0.2,73.402,0.2,0.13,,0.73,0.22,0.007,0.2,0.36,,0.003,0.017,0.001,0,1150,800,2.4,600,200,1667.6,84,78,,,,,,
AUS_013,8.67,0.09,15.69,0.28,0.2,73.402,0.2,0.13,,0.73,0.22,0.007,0.2,0.36,,0.003,0.017,0.001,0,1150,800,2.4,600,140,30351.2,82,74,,,,,,
AUS_013,8.67,0.09,15.69,0.28,0.2,73.402,0.2,0.13,,0.73,0.22,0.007,0.2,0.36,,0.003,0.017,0.001,0,1150,800,2.4,700,200,14,115,74,,,,,,
AUS_013,8.67,0.09,15.69,0.28,0.2,73.402,0.2,0.13,,0.73,0.22,0.007,0.2,0.36,,0.003,0.017,0.001,0,1150,800,2.4,700,140,227.1,75,78,,,,,,
AUS_013,8.67,0.09,15.69,0.28,0.2,73.402,0.2,0.13,,0.73,0.22,0.007,0.2,0.36,,0.003,0.017,0.001,0,1150,800,2.4,700,80,18190.8,22,31,,,,,,
AUS_013,8.67,0.09,15.69,0.28,0.2,73.402,0.2,0.13,,0.73,0.22,0.007,0.2,0.36,,0.003,0.017,0.001,0,1150,800,2.4,700,60,134083.3,6,19,,,,,,
AUS_013,8.67,0.09,15.69,0.28,0.2,73.402,0.2,0.13,,0.73,0.22,0.007,0.2,0.36,,0.003,0.017,0.001,0,1150,800,2.4,800,80,173.8,62,73,,,,,,
AUS_013,8.67,0.09,15.69,0.28,0.2,73.402,0.2,0.13,,0.73,0.22,0.007,0.2,0.36,,0.003,0.017,0.001,0,1150,800,2.4,800,60,930.9,84,64,,,,,,
AUS_013,8.67,0.09,15.69,0.28,0.2,73.402,0.2,0.13,,0.73,0.22,0.007,0.2,0.36,,0.003,0.017,0.001,0,1150,800,2.4,800,40,6420,36,33,,,,,,
AUS_013,8.67,0.09,15.69,0.28,0.2,73.402,0.2,0.13,,0.73,0.22,0.007,0.2,0.36,,0.003,0.017,0.001,0,1150,800,2.4,800,30,21246,28,25,,,,,,
AUS_013,8.67,0.09,15.69,0.28,0.2,73.402,0.2,0.13,,0.73,0.22,0.007,0.2,0.36,,0.003,0.017,0.001,0,1150,800,2.4,900,40,125.5,55,42,,,,,,
AUS_013,8.67,0.09,15.69,0.28,0.2,73.402,0.2,0.13,,0.73,0.22,0.007,0.2,0.36,,0.003,0.017,0.001,0,1150,800,2.4,900,30,520.9,32,29,,,,,,
AUS_013,8.67,0.09,15.69,0.28,0.2,73.402,0.2,0.13,,0.73,0.22,0.007,0.2,0.36,,0.003,0.017,0.001,0,1150,800,2.4,900,20,3412.3,26,18,,,,,,
AUS_013,8.67,0.09,15.69,0.28,0.2,73.402,0.2,0.13,,0.73,0.22,0.007,0.2,0.36,,0.003,0.017,0.001,0,1150,800,2.4,900,14,29844.3,42,28,,,,,,
AUS_013,8.67,0.09,15.69,0.28,0.2,73.402,0.2,0.13,,0.73,0.22,0.007,0.2,0.36,,0.003,0.017,0.001,0,1150,800,2.4,1000,20,183.4,41,36,,,,,,
AUS_013,8.67,0.09,15.69,0.28,0.2,73.402,0.2,0.13,,0.73,0.22,0.007,0.2,0.36,,0.003,0.017,0.001,0,1150,800,2.4,1000,14,776.5,34,29,,,,,,
AUS_013,8.67,0.09,15.69,0.28,0.2,73.402,0.2,0.13,,0.73,0.22,0.007,0.2,0.36,,0.003,0.017,0.001,0,1150,800,2.4,1000,10,4239.9,75,33,,,,,,
AUS_014,7.48,0.06,15.65,0.31,0.3,75.871,0.04,0.02,,0.004,0.12,0.007,0.01,0.12,,0.002,0.004,0.002,0,,,1.6,600,300,13.7,89,67,,,,,,
AUS_014,7.48,0.06,15.65,0.31,0.3,75.871,0.04,0.02,,0.004,0.12,0.007,0.01,0.12,,0.002,0.004,0.002,0,,,1.6,600,200,210.1,102,75,,,,,,
AUS_014,7.48,0.06,15.65,0.31,0.3,75.871,0.04,0.02,,0.004,0.12,0.007,0.01,0.12,,0.002,0.004,0.002,0,,,1.6,600,140,1813.2,121,83,,,,,,
AUS_014,7.48,0.06,15.65,0.31,0.3,75.871,0.04,0.02,,0.004,0.12,0.007,0.01,0.12,,0.002,0.004,0.002,0,,,1.6,600,100,17416.3,101,80,,,,,,
AUS_014,7.48,0.06,15.65,0.31,0.3,75.871,0.04,0.02,,0.004,0.12,0.007,0.01,0.12,,0.002,0.004,0.002,0,,,1.6,600,80,79901.2,97,77,,,,,,
AUS_014,7.48,0.06,15.65,0.31,0.3,75.871,0.04,0.02,,0.004,0.12,0.007,0.01,0.12,,0.002,0.004,0.002,0,,,1.6,700,140,25.6,113,82,,,,,,
AUS_014,7.48,0.06,15.65,0.31,0.3,75.871,0.04,0.02,,0.004,0.12,0.007,0.01,0.12,,0.002,0.004,0.002,0,,,1.6,700,80,1021.8,91,73,,,,,,
AUS_014,7.48,0.06,15.65,0.31,0.3,75.871,0.04,0.02,,0.004,0.12,0.007,0.01,0.12,,0.002,0.004,0.002,0,,,1.6,700,60,5785.6,77,58,,,,,,
AUS_014,7.48,0.06,15.65,0.31,0.3,75.871,0.04,0.02,,0.004,0.12,0.007,0.01,0.12,,0.002,0.004,0.002,0,,,1.6,700,40,47354.4,38,32,,,,,,
AUS_014,7.48,0.06,15.65,0.31,0.3,75.871,0.04,0.02,,0.004,0.12,0.007,0.01,0.12,,0.002,0.004,0.002,0,,,1.6,800,60,125.5,77,62,,,,,,
AUS_014,7.48,0.06,15.65,0.31,0.3,75.871,0.04,0.02,,0.004,0.12,0.007,0.01,0.12,,0.002,0.004,0.002,0,,,1.6,800,40,920,38,35,,,,,,
AUS_014,7.48,0.06,15.65,0.31,0.3,75.871,0.04,0.02,,0.004,0.12,0.007,0.01,0.12,,0.002,0.004,0.002,0,,,1.6,800,30,3383.2,33,25,,,,,,
AUS_014,7.48,0.06,15.65,0.31,0.3,75.871,0.04,0.02,,0.004,0.12,0.007,0.01,0.12,,0.002,0.004,0.002,0,,,1.6,800,20,87223.7,66,23,,,,,,
AUS_014,7.48,0.06,15.65,0.31,0.3,75.871,0.04,0.02,,0.004,0.12,0.007,0.01,0.12,,0.002,0.004,0.002,0,,,1.6,900,40,45.8,60,48,,,,,,
AUS_014,7.48,0.06,15.65,0.31,0.3,75.871,0.04,0.02,,0.004,0.12,0.007,0.01,0.12,,0.002,0.004,0.002,0,,,1.6,900,30,174,35,29,,,,,,
AUS_014,7.48,0.06,15.65,0.31,0.3,75.871,0.04,0.02,,0.004,0.12,0.007,0.01,0.12,,0.002,0.004,0.002,0,,,1.6,900,20,1047.4,33,26,,,,,,
AUS_014,7.48,0.06,15.65,0.31,0.3,75.871,0.04,0.02,,0.004,0.12,0.007,0.01,0.12,,0.002,0.004,0.002,0,,,1.6,900,14,20660.8,83,29,,,,,,
AUS_014,7.48,0.06,15.65,0.31,0.3,75.871,0.04,0.02,,0.004,0.12,0.007,0.01,0.12,,0.002,0.004,0.002,0,,,1.6,1000,20,65,57,46,,,,,,
AUS_014,7.48,0.06,15.65,0.31,0.3,75.871,0.04,0.02,,0.004,0.12,0.007,0.01,0.12,,0.002,0.004,0.002,0,,,1.6,1000,14,718.8,100,35,,,,,,
AUS_014,7.48,0.06,15.65,0.31,0.3,75.871,0.04,0.02,,0.004,0.12,0.007,0.01,0.12,,0.002,0.004,0.002,0,,,1.6,1000,10,28904.4,109,12,,,,,,
AUS_015,7.49,0.049,15.37,0.49,0.33,75.5229,0.031,0.001,,0.002,0.16,0.002,0.004,0.26,,0.0001,0.28,0.008,0,1120,,3.1,600,300,33.5,19,19,,,,,,
AUS_015,7.49,0.049,15.37,0.49,0.33,75.5229,0.031,0.001,,0.002,0.16,0.002,0.004,0.26,,0.0001,0.28,0.008,0,1120,,3.1,600,200,191.1,16,17,,,,,,
AUS_015,7.49,0.049,15.37,0.49,0.33,75.5229,0.031,0.001,,0.002,0.16,0.002,0.004,0.26,,0.0001,0.28,0.008,0,1120,,3.1,600,140,1094.5,18,16,,,,,,
AUS_015,7.49,0.049,15.37,0.49,0.33,75.5229,0.031,0.001,,0.002,0.16,0.002,0.004,0.26,,0.0001,0.28,0.008,0,1120,,3.1,600,100,8385.6,23,20,,,,,,
AUS_015,7.49,0.049,15.37,0.49,0.33,75.5229,0.031,0.001,,0.002,0.16,0.002,0.004,0.26,,0.0001,0.28,0.008,0,1120,,3.1,600,80,39250.8,32,28,,,,,,
