ID,Fe,C,Cr,Mn,Si,Ni,Co,Mo,W,Nb,Al,P,Cu,Ti,V,B,N,S,Homo,Normal,Temper1,AGS No.,CT_Temp,CT_CS,CT_RT,CT_EL,CT_RA,CT_MCR,CT_0.5% CS,CT_1.0% CS,CT_2.0% CS,CT_5.0% CS,CT_TTC
AUS_005,65.9046,0.04,17.61,1.73,0.82,12.5,0.33,0.06,,0.79,0.013,0.022,0.1,0.019,0.032,0.0004,0.02,0.009,0,1200,,4.4,650,176,529.3,8,16,,,,,,
AUS_005,65.9046,0.04,17.61,1.73,0.82,12.5,0.33,0.06,,0.79,0.013,0.022,0.1,0.019,0.032,0.0004,0.02,0.009,0,1200,,4.4,650,137,2006.8,5,8,,,,,,
AUS_005,65.9046,0.04,17.61,1.73,0.82,12.5,0.33,0.06,,0.79,0.013,0.022,0.1,0.019,0.032,0.0004,0.02,0.009,0,1200,,4.4,650,108,6039.8,5,8,,,,,,
AUS_005,65.9046,0.04,17.61,1.73,0.82,12.5,0.33,0.06,,0.79,0.013,0.022,0.1,0.019,0.032,0.0004,0.02,0.009,0,1200,,4.4,650,88,13443.1,8,11,,,,,,
AUS_005,65.9046,0.04,17.61,1.73,0.82,12.5,0.33,0.06,,0.79,0.013,0.022,0.1,0.019,0.032,0.0004,0.02,0.009,0,1200,,4.4,650,78,21994.5,7,14,,,,,,
AUS_005,65.9046,0.04,17.61,1.73,0.82,12.5,0.33,0.06,,0.79,0.013,0.022,0.1,0.019,0.032,0.0004,0.02,0.009,0,1200,,4.4,650,69,37310.3,9,10,,,,,,
AUS_005,65.9046,0.04,17.61,1.73,0.82,12.5,0.33,0.06,,0.79,0.013,0.022,0.1,0.019,0.032,0.0004,0.02,0.009,0,1200,,4.4,650,61,61085.3,13,9,,,,,,
AUS_005,65.9046,0.04,17.61,1.73,0.82,12.5,0.33,0.06,,0.79,0.013,0.022,0.1,0.019,0.032,0.0004,0.02,0.009,0,1200,,4.4,650,53,110278.1,12,9,,,,,,
AUS_005,65.9046,0.04,17.61,1.73,0.82,12.5,0.33,0.06,,0.79,0.013,0.022,0.1,0.019,0.032,0.0004,0.02,0.009,0,1200,,4.4,700,176,55.5,8,16,,,,,,
AUS_005,65.9046,0.04,17.61,1.73,0.82,12.5,0.33,0.06,,0.79,0.013,0.022,0.1,0.019,0.032,0.0004,0.02,0.009,0,1200,,4.4,700,137,277.9,7,9,,,,,,
AUS_005,65.9046,0.04,17.61,1.73,0.82,12.5,0.33,0.06,,0.79,0.013,0.022,0.1,0.019,0.032,0.0004,0.02,0.009,0,1200,,4.4,700,98,1435.7,12,18,,,,,,
AUS_005,65.9046,0.04,17.61,1.73,0.82,12.5,0.33,0.06,,0.79,0.013,0.022,0.1,0.019,0.032,0.0004,0.02,0.009,0,1200,,4.4,700,78,3563.8,17,25,,,,,,
AUS_005,65.9046,0.04,17.61,1.73,0.82,12.5,0.33,0.06,,0.79,0.013,0.022,0.1,0.019,0.032,0.0004,0.02,0.009,0,1200,,4.4,700,61,12780.9,12,14,,,,,,
AUS_005,65.9046,0.04,17.61,1.73,0.82,12.5,0.33,0.06,,0.79,0.013,0.022,0.1,0.019,0.032,0.0004,0.02,0.009,0,1200,,4.4,700,53,20450.2,10,10,,,,,,
AUS_005,65.9046,0.04,17.61,1.73,0.82,12.5,0.33,0.06,,0.79,0.013,0.022,0.1,0.019,0.032,0.0004,0.02,0.009,0,1200,,4.4,700,47,42025.4,10,10,,,,,,
AUS_005,65.9046,0.04,17.61,1.73,0.82,12.5,0.33,0.06,,0.79,0.013,0.022,0.1,0.019,0.032,0.0004,0.02,0.009,0,1200,,4.4,700,41,56589.1,8,8,,,,,,
AUS_005,65.9046,0.04,17.61,1.73,0.82,12.5,0.33,0.06,,0.79,0.013,0.022,0.1,0.019,0.032,0.0004,0.02,0.009,0,1200,,4.4,700,37,102761.2,12,6,,,,,,
AUS_005,65.9046,0.04,17.61,1.73,0.82,12.5,0.33,0.06,,0.79,0.013,0.022,0.1,0.019,0.032,0.0004,0.02,0.009,0,1200,,4.4,750,137,23.2,8,14,,,,,,
AUS_005,65.9046,0.04,17.61,1.73,0.82,12.5,0.33,0.06,,0.79,0.013,0.022,0.1,0.019,0.032,0.0004,0.02,0.009,0,1200,,4.4,750,98,166.4,10,14,,,,,,
AUS_005,65.9046,0.04,17.61,1.73,0.82,12.5,0.33,0.06,,0.79,0.013,0.022,0.1,0.019,0.032,0.0004,0.02,0.009,0,1200,,4.4,750,69,1115.7,14,20,,,,,,
AUS_005,65.9046,0.04,17.61,1.73,0.82,12.5,0.33,0.06,,0.79,0.013,0.022,0.1,0.019,0.032,0.0004,0.02,0.009,0,1200,,4.4,750,53,4061,11,12,,,,,,
AUS_005,65.9046,0.04,17.61,1.73,0.82,12.5,0.33,0.06,,0.79,0.013,0.022,0.1,0.019,0.032,0.0004,0.02,0.009,0,1200,,4.4,750,37,25014.3,10,8,,,,,,
AUS_006,66.6067,0.05,17.26,1.7,0.8,12.21,0.33,0.07,,0.77,0.012,0.019,0.09,0.018,0.032,0.0003,0.021,0.011,0,1200,,4,600,314,32.2,13,21,,,,,,
AUS_006,66.6067,0.05,17.26,1.7,0.8,12.21,0.33,0.07,,0.77,0.012,0.019,0.09,0.018,0.032,0.0003,0.021,0.011,0,1200,,4,600,265,532.8,10,18,,,,,,
AUS_006,66.6067,0.05,17.26,1.7,0.8,12.21,0.33,0.07,,0.77,0.012,0.019,0.09,0.018,0.032,0.0003,0.021,0.011,0,1200,,4,600,216,2188.4,8,11,,,,,,
AUS_006,66.6067,0.05,17.26,1.7,0.8,12.21,0.33,0.07,,0.77,0.012,0.019,0.09,0.018,0.032,0.0003,0.021,0.011,0,1200,,4,600,196,3597.4,6,11,,,,,,
AUS_006,66.6067,0.05,17.26,1.7,0.8,12.21,0.33,0.07,,0.77,0.012,0.019,0.09,0.018,0.032,0.0003,0.021,0.011,0,1200,,4,600,176,5304.3,6,12,,,,,,
AUS_006,66.6067,0.05,17.26,1.7,0.8,12.21,0.33,0.07,,0.77,0.012,0.019,0.09,0.018,0.032,0.0003,0.021,0.011,0,1200,,4,600,157,8741.2,5,9,,,,,,
AUS_006,66.6067,0.05,17.26,1.7,0.8,12.21,0.33,0.07,,0.77,0.012,0.019,0.09,0.018,0.032,0.0003,0.021,0.011,0,1200,,4,600,137,12721.9,5,7,,,,,,
AUS_006,66.6067,0.05,17.26,1.7,0.8,12.21,0.33,0.07,,0.77,0.012,0.019,0.09,0.018,0.032,0.0003,0.021,0.011,0,1200,,4,600,118,25568.4,5,5,,,,,,
AUS_006,66.6067,0.05,17.26,1.7,0.8,12.21,0.33,0.07,,0.77,0.012,0.019,0.09,0.018,0.032,0.0003,0.021,0.011,0,1200,,4,600,108,33706,4,4,,,,,,
AUS_006,66.6067,0.05,17.26,1.7,0.8,12.21,0.33,0.07,,0.77,0.012,0.019,0.09,0.018,0.032,0.0003,0.021,0.011,0,1200,,4,600,78,177450.5,4,5,,,,,,
AUS_006,66.6067,0.05,17.26,1.7,0.8,12.21,0.33,0.07,,0.77,0.012,0.019,0.09,0.018,0.032,0.0003,0.021,0.011,0,1200,,4,650,265,26.3,12,18,,,,,,
AUS_006,66.6067,0.05,17.26,1.7,0.8,12.21,0.33,0.07,,0.77,0.012,0.019,0.09,0.018,0.032,0.0003,0.021,0.011,0,1200,,4,650,216,189.6,10,16,,,,,,
AUS_006,66.6067,0.05,17.26,1.7,0.8,12.21,0.33,0.07,,0.77,0.012,0.019,0.09,0.018,0.032,0.0003,0.021,0.011,0,1200,,4,650,176,572.1,7,12,,,,,,
AUS_006,66.6067,0.05,17.26,1.7,0.8,12.21,0.33,0.07,,0.77,0.012,0.019,0.09,0.018,0.032,0.0003,0.021,0.011,0,1200,,4,650,137,2109.9,4,8,,,,,,
AUS_006,66.6067,0.05,17.26,1.7,0.8,12.21,0.33,0.07,,0.77,0.012,0.019,0.09,0.018,0.032,0.0003,0.021,0.011,0,1200,,4,650,108,6750,6,8,,,,,,
AUS_006,66.6067,0.05,17.26,1.7,0.8,12.21,0.33,0.07,,0.77,0.012,0.019,0.09,0.018,0.032,0.0003,0.021,0.011,0,1200,,4,650,88,14423.5,8,11,,,,,,
AUS_006,66.6067,0.05,17.26,1.7,0.8,12.21,0.33,0.07,,0.77,0.012,0.019,0.09,0.018,0.032,0.0003,0.021,0.011,0,1200,,4,650,78,26011.4,8,14,,,,,,
AUS_006,66.6067,0.05,17.26,1.7,0.8,12.21,0.33,0.07,,0.77,0.012,0.019,0.09,0.018,0.032,0.0003,0.021,0.011,0,1200,,4,650,69,49152.4,9,10,,,,,,
AUS_006,66.6067,0.05,17.26,1.7,0.8,12.21,0.33,0.07,,0.77,0.012,0.019,0.09,0.018,0.032,0.0003,0.021,0.011,0,1200,,4,650,61,72307.8,9,9,,,,,,
AUS_006,66.6067,0.05,17.26,1.7,0.8,12.21,0.33,0.07,,0.77,0.012,0.019,0.09,0.018,0.032,0.0003,0.021,0.011,0,1200,,4,650,53,129036,4,9,,,,,,
AUS_006,66.6067,0.05,17.26,1.7,0.8,12.21,0.33,0.07,,0.77,0.012,0.019,0.09,0.018,0.032,0.0003,0.021,0.011,0,1200,,4,700,176,61.8,8,18,,,,,,
AUS_006,66.6067,0.05,17.26,1.7,0.8,12.21,0.33,0.07,,0.77,0.012,0.019,0.09,0.018,0.032,0.0003,0.021,0.011,0,1200,,4,700,137,320,5,7,,,,,,
AUS_006,66.6067,0.05,17.26,1.7,0.8,12.21,0.33,0.07,,0.77,0.012,0.019,0.09,0.018,0.032,0.0003,0.021,0.011,0,1200,,4,700,98,1507.9,12,15,,,,,,
AUS_006,66.6067,0.05,17.26,1.7,0.8,12.21,0.33,0.07,,0.77,0.012,0.019,0.09,0.018,0.032,0.0003,0.021,0.011,0,1200,,4,700,78,4079,12,17,,,,,,
AUS_006,66.6067,0.05,17.26,1.7,0.8,12.21,0.33,0.07,,0.77,0.012,0.019,0.09,0.018,0.032,0.0003,0.021,0.011,0,1200,,4,700,61,15251.2,8,15,,,,,,
AUS_006,66.6067,0.05,17.26,1.7,0.8,12.21,0.33,0.07,,0.77,0.012,0.019,0.09,0.018,0.032,0.0003,0.021,0.011,0,1200,,4,700,53,29160,7,12,,,,,,
AUS_006,66.6067,0.05,17.26,1.7,0.8,12.21,0.33,0.07,,0.77,0.012,0.019,0.09,0.018,0.032,0.0003,0.021,0.011,0,1200,,4,700,47,47090.1,8,6,,,,,,
AUS_006,66.6067,0.05,17.26,1.7,0.8,12.21,0.33,0.07,,0.77,0.012,0.019,0.09,0.018,0.032,0.0003,0.021,0.011,0,1200,,4,700,41,77862.4,6,5,,,,,,
AUS_006,66.6067,0.05,17.26,1.7,0.8,12.21,0.33,0.07,,0.77,0.012,0.019,0.09,0.018,0.032,0.0003,0.021,0.011,0,1200,,4,700,37,114733.1,5,2,,,,,,
AUS_006,66.6067,0.05,17.26,1.7,0.8,12.21,0.33,0.07,,0.77,0.012,0.019,0.09,0.018,0.032,0.0003,0.021,0.011,0,1200,,4,750,137,24.8,8,17,,,,,,
AUS_006,66.6067,0.05,17.26,1.7,0.8,12.21,0.33,0.07,,0.77,0.012,0.019,0.09,0.018,0.032,0.0003,0.021,0.011,0,1200,,4,750,98,176,15,19,,,,,,
AUS_006,66.6067,0.05,17.26,1.7,0.8,12.21,0.33,0.07,,0.77,0.012,0.019,0.09,0.018,0.032,0.0003,0.021,0.011,0,1200,,4,750,69,1206.1,14,19,,,,,,
AUS_006,66.6067,0.05,17.26,1.7,0.8,12.21,0.33,0.07,,0.77,0.012,0.019,0.09,0.018,0.032,0.0003,0.021,0.011,0,1200,,4,750,53,4010.4,12,16,,,,,,
AUS_006,66.6067,0.05,17.26,1.7,0.8,12.21,0.33,0.07,,0.77,0.012,0.019,0.09,0.018,0.032,0.0003,0.021,0.011,0,1200,,4,750,37,30624.7,8,6,,,,,,
AUS_007,65.5546,0.05,17.89,1.74,0.77,12.55,0.37,0.11,,0.77,0.004,0.025,0.09,0.02,0.033,0.0004,0.016,0.007,0,1200,,3.1,600,314,22.2,16,23,,,,,,
AUS_007,65.5546,0.05,17.89,1.74,0.77,12.55,0.37,0.11,,0.77,0.004,0.025,0.09,0.02,0.033,0.0004,0.016,0.007,0,1200,,3.1,600,265,128.3,12,27,,,,,,
AUS_007,65.5546,0.05,17.89,1.74,0.77,12.55,0.37,0.11,,0.77,0.004,0.025,0.09,0.02,0.033,0.0004,0.016,0.007,0,1200,,3.1,600,216,2374.8,6,8,,,,,,
AUS_007,65.5546,0.05,17.89,1.74,0.77,12.55,0.37,0.11,,0.77,0.004,0.025,0.09,0.02,0.033,0.0004,0.016,0.007,0,1200,,3.1,600,196,4798.9,7,11,,,,,,
AUS_007,65.5546,0.05,17.89,1.74,0.77,12.55,0.37,0.11,,0.77,0.004,0.025,0.09,0.02,0.033,0.0004,0.016,0.007,0,1200,,3.1,600,176,7206.4,5,11,,,,,,
AUS_007,65.5546,0.05,17.89,1.74,0.77,12.55,0.37,0.11,,0.77,0.004,0.025,0.09,0.02,0.033,0.0004,0.016,0.007,0,1200,,3.1,600,157,9648.8,3,4,,,,,,
AUS_007,65.5546,0.05,17.89,1.74,0.77,12.55,0.37,0.11,,0.77,0.004,0.025,0.09,0.02,0.033,0.0004,0.016,0.007,0,1200,,3.1,600,137,14744.4,3,8,,,,,,
AUS_007,65.5546,0.05,17.89,1.74,0.77,12.55,0.37,0.11,,0.77,0.004,0.025,0.09,0.02,0.033,0.0004,0.016,0.007,0,1200,,3.1,600,118,23114.4,3,4,,,,,,
AUS_007,65.5546,0.05,17.89,1.74,0.77,12.55,0.37,0.11,,0.77,0.004,0.025,0.09,0.02,0.033,0.0004,0.016,0.007,0,1200,,3.1,600,108,30911,2,2,,,,,,
AUS_007,65.5546,0.05,17.89,1.74,0.77,12.55,0.37,0.11,,0.77,0.004,0.025,0.09,0.02,0.033,0.0004,0.016,0.007,0,1200,,3.1,600,78,121112.9,3,1,,,,,,
AUS_007,65.5546,0.05,17.89,1.74,0.77,12.55,0.37,0.11,,0.77,0.004,0.025,0.09,0.02,0.033,0.0004,0.016,0.007,0,1200,,3.1,650,265,19.3,12,18,,,,,,
AUS_007,65.5546,0.05,17.89,1.74,0.77,12.55,0.37,0.11,,0.77,0.004,0.025,0.09,0.02,0.033,0.0004,0.016,0.007,0,1200,,3.1,650,216,185.7,9,15,,,,,,
AUS_007,65.5546,0.05,17.89,1.74,0.77,12.55,0.37,0.11,,0.77,0.004,0.025,0.09,0.02,0.033,0.0004,0.016,0.007,0,1200,,3.1,650,176,670.6,5,9,,,,,,
AUS_007,65.5546,0.05,17.89,1.74,0.77,12.55,0.37,0.11,,0.77,0.004,0.025,0.09,0.02,0.033,0.0004,0.016,0.007,0,1200,,3.1,650,137,1809.5,2,3,,,,,,
AUS_007,65.5546,0.05,17.89,1.74,0.77,12.55,0.37,0.11,,0.77,0.004,0.025,0.09,0.02,0.033,0.0004,0.016,0.007,0,1200,,3.1,650,108,4146.5,2,5,,,,,,
AUS_007,65.5546,0.05,17.89,1.74,0.77,12.55,0.37,0.11,,0.77,0.004,0.025,0.09,0.02,0.033,0.0004,0.016,0.007,0,1200,,3.1,650,88,11236.6,3,3,,,,,,
AUS_007,65.5546,0.05,17.89,1.74,0.77,12.55,0.37,0.11,,0.77,0.004,0.025,0.09,0.02,0.033,0.0004,0.016,0.007,0,1200,,3.1,650,78,17191.4,3,1,,,,,,
AUS_007,65.5546,0.05,17.89,1.74,0.77,12.55,0.37,0.11,,0.77,0.004,0.025,0.09,0.02,0.033,0.0004,0.016,0.007,0,1200,,3.1,650,69,38626,4,5,,,,,,
AUS_007,65.5546,0.05,17.89,1.74,0.77,12.55,0.37,0.11,,0.77,0.004,0.025,0.09,0.02,0.033,0.0004,0.016,0.007,0,1200,,3.1,650,61,71413.4,4,2,,,,,,
AUS_007,65.5546,0.05,17.89,1.74,0.77,12.55,0.37,0.11,,0.77,0.004,0.025,0.09,0.02,0.033,0.0004,0.016,0.007,0,1200,,3.1,650,53,129417.5,4,2,,,,,,
AUS_007,65.5546,0.05,17.89,1.74,0.77,12.55,0.37,0.11,,0.77,0.004,0.025,0.09,0.02,0.033,0.0004,0.016,0.007,0,1200,,3.1,700,176,64.4,6,15,,,,,,
AUS_007,65.5546,0.05,17.89,1.74,0.77,12.55,0.37,0.11,,0.77,0.004,0.025,0.09,0.02,0.033,0.0004,0.016,0.007,0,1200,,3.1,700,137,315.8,5,12,,,,,,
AUS_007,65.5546,0.05,17.89,1.74,0.77,12.55,0.37,0.11,,0.77,0.004,0.025,0.09,0.02,0.033,0.0004,0.016,0.007,0,1200,,3.1,700,98,1278.7,3,6,,,,,,
AUS_007,65.5546,0.05,17.89,1.74,0.77,12.55,0.37,0.11,,0.77,0.004,0.025,0.09,0.02,0.033,0.0004,0.016,0.007,0,1200,,3.1,700,78,3501.9,7,6,,,,,,
AUS_007,65.5546,0.05,17.89,1.74,0.77,12.55,0.37,0.11,,0.77,0.004,0.025,0.09,0.02,0.033,0.0004,0.016,0.007,0,1200,,3.1,700,61,12119.4,7,8,,,,,,
AUS_007,65.5546,0.05,17.89,1.74,0.77,12.55,0.37,0.11,,0.77,0.004,0.025,0.09,0.02,0.033,0.0004,0.016,0.007,0,1200,,3.1,700,53,27471.8,5,5,,,,,,
AUS_007,65.5546,0.05,17.89,1.74,0.77,12.55,0.37,0.11,,0.77,0.004,0.025,0.09,0.02,0.033,0.0004,0.016,0.007,0,1200,,3.1,700,47,43367.3,4,4,,,,,,
AUS_007,65.5546,0.05,17.89,1.74,0.77,12.55,0.37,0.11,,0.77,0.004,0.025,0.09,0.02,0.033,0.0004,0.016,0.007,0,1200,,3.1,700,41,80602.1,6,3,,,,,,
AUS_007,65.5546,0.05,17.89,1.74,0.77,12.55,0.37,0.11,,0.77,0.004,0.025,0.09,0.02,0.033,0.0004,0.016,0.007,0,1200,,3.1,700,37,119496.4,6,5,,,,,,
AUS_007,65.5546,0.05,17.89,1.74,0.77,12.55,0.37,0.11,,0.77,0.004,0.025,0.09,0.02,0.033,0.0004,0.016,0.007,0,1200,,3.1,750,137,26.8,5,10,,,,,,
AUS_007,65.5546,0.05,17.89,1.74,0.77,12.55,0.37,0.11,,0.77,0.004,0.025,0.09,0.02,0.033,0.0004,0.016,0.007,0,1200,,3.1,750,98,149.5,4,8,,,,,,
AUS_007,65.5546,0.05,17.89,1.74,0.77,12.55,0.37,0.11,,0.77,0.004,0.025,0.09,0.02,0.033,0.0004,0.016,0.007,0,1200,,3.1,750,69,570.8,7,7,,,,,,
AUS_007,65.5546,0.05,17.89,1.74,0.77,12.55,0.37,0.11,,0.77,0.004,0.025,0.09,0.02,0.033,0.0004,0.016,0.007,0,1200,,3.1,750,53,3768.7,4,3,,,,,,
AUS_007,65.5546,0.05,17.89,1.74,0.77,12.55,0.37,0.11,,0.77,0.004,0.025,0.09,0.02,0.033,0.0004,0.016,0.007,0,1200,,3.1,750,37,23306.5,8,4,,,,,,
AUS_008,66.1161,0.053,17.56,1.81,0.63,12.24,0.3,0.15,,0.87,0.008,0.027,0.14,0.019,0.041,0.0027,0.0222,0.011,0,1130,,5.2,600,314,363.6,16,36,,,,,,
AUS_008,66.1161,0.053,17.56,1.81,0.63,12.24,0.3,0.15,,0.87,0.008,0.027,0.14,0.019,0.041,0.0027,0.0222,0.011,0,1130,,5.2,600,265,1889.5,12,25,,,,,,
AUS_008,66.1161,0.053,17.56,1.81,0.63,12.24,0.3,0.15,,0.87,0.008,0.027,0.14,0.019,0.041,0.0027,0.0222,0.011,0,1130,,5.2,600,216,4723,6,11,,,,,,
AUS_008,66.1161,0.053,17.56,1.81,0.63,12.24,0.3,0.15,,0.87,0.008,0.027,0.14,0.019,0.041,0.0027,0.0222,0.011,0,1130,,5.2,600,196,7460.4,5,11,,,,,,
AUS_008,66.1161,0.053,17.56,1.81,0.63,12.24,0.3,0.15,,0.87,0.008,0.027,0.14,0.019,0.041,0.0027,0.0222,0.011,0,1130,,5.2,600,176,10880.5,4,13,,,,,,
AUS_008,66.1161,0.053,17.56,1.81,0.63,12.24,0.3,0.15,,0.87,0.008,0.027,0.14,0.019,0.041,0.0027,0.0222,0.011,0,1130,,5.2,600,157,15652.1,3,9,,,,,,
AUS_008,66.1161,0.053,17.56,1.81,0.63,12.24,0.3,0.15,,0.87,0.008,0.027,0.14,0.019,0.041,0.0027,0.0222,0.011,0,1130,,5.2,600,137,23376.3,4,6,,,,,,
AUS_008,66.1161,0.053,17.56,1.81,0.63,12.24,0.3,0.15,,0.87,0.008,0.027,0.14,0.019,0.041,0.0027,0.0222,0.011,0,1130,,5.2,600,118,46565,4,4,,,,,,
AUS_008,66.1161,0.053,17.56,1.81,0.63,12.24,0.3,0.15,,0.87,0.008,0.027,0.14,0.019,0.041,0.0027,0.0222,0.011,0,1130,,5.2,600,108,73624,3,4,,,,,,
AUS_008,66.1161,0.053,17.56,1.81,0.63,12.24,0.3,0.15,,0.87,0.008,0.027,0.14,0.019,0.041,0.0027,0.0222,0.011,0,1130,,5.2,650,265,104.5,26,43,,,,,,
AUS_008,66.1161,0.053,17.56,1.81,0.63,12.24,0.3,0.15,,0.87,0.008,0.027,0.14,0.019,0.041,0.0027,0.0222,0.011,0,1130,,5.2,650,216,477.8,10,18,,,,,,
AUS_008,66.1161,0.053,17.56,1.81,0.63,12.24,0.3,0.15,,0.87,0.008,0.027,0.14,0.019,0.041,0.0027,0.0222,0.011,0,1130,,5.2,650,176,1587,5,8,,,,,,
AUS_008,66.1161,0.053,17.56,1.81,0.63,12.24,0.3,0.15,,0.87,0.008,0.027,0.14,0.019,0.041,0.0027,0.0222,0.011,0,1130,,5.2,650,137,5643,6,7,,,,,,
AUS_008,66.1161,0.053,17.56,1.81,0.63,12.24,0.3,0.15,,0.87,0.008,0.027,0.14,0.019,0.041,0.0027,0.0222,0.011,0,1130,,5.2,650,108,46400.6,7,10,,,,,,
AUS_008,66.1161,0.053,17.56,1.81,0.63,12.24,0.3,0.15,,0.87,0.008,0.027,0.14,0.019,0.041,0.0027,0.0222,0.011,0,1130,,5.2,650,88,95114.3,11,15,,,,,,
AUS_008,66.1161,0.053,17.56,1.81,0.63,12.24,0.3,0.15,,0.87,0.008,0.027,0.14,0.019,0.041,0.0027,0.0222,0.011,0,1130,,5.2,700,176,425.1,6,15,,,,,,
AUS_008,66.1161,0.053,17.56,1.81,0.63,12.24,0.3,0.15,,0.87,0.008,0.027,0.14,0.019,0.041,0.0027,0.0222,0.011,0,1130,,5.2,700,137,2476.3,7,13,,,,,,
AUS_008,66.1161,0.053,17.56,1.81,0.63,12.24,0.3,0.15,,0.87,0.008,0.027,0.14,0.019,0.041,0.0027,0.0222,0.011,0,1130,,5.2,700,98,11633.2,12,34,,,,,,
AUS_008,66.1161,0.053,17.56,1.81,0.63,12.24,0.3,0.15,,0.87,0.008,0.027,0.14,0.019,0.041,0.0027,0.0222,0.011,0,1130,,5.2,700,78,23822.8,22,29,,,,,,
AUS_008,66.1161,0.053,17.56,1.81,0.63,12.24,0.3,0.15,,0.87,0.008,0.027,0.14,0.019,0.041,0.0027,0.0222,0.011,0,1130,,5.2,700,61,105884.1,16,14,,,,,,
AUS_008,66.1161,0.053,17.56,1.81,0.63,12.24,0.3,0.15,,0.87,0.008,0.027,0.14,0.019,0.041,0.0027,0.0222,0.011,0,1130,,5.2,750,137,340.8,21,40,,,,,,
AUS_008,66.1161,0.053,17.56,1.81,0.63,12.24,0.3,0.15,,0.87,0.008,0.027,0.14,0.019,0.041,0.0027,0.0222,0.011,0,1130,,5.2,750,98,1198.8,25,47,,,,,,
AUS_008,66.1161,0.053,17.56,1.81,0.63,12.24,0.3,0.15,,0.87,0.008,0.027,0.14,0.019,0.041,0.0027,0.0222,0.011,0,1130,,5.2,750,69,5610.8,29,38,,,,,,
AUS_008,66.1161,0.053,17.56,1.81,0.63,12.24,0.3,0.15,,0.87,0.008,0.027,0.14,0.019,0.041,0.0027,0.0222,0.011,0,1130,,5.2,750,53,26412.6,14,19,,,,,,
AUS_008,66.1161,0.053,17.56,1.81,0.63,12.24,0.3,0.15,,0.87,0.008,0.027,0.14,0.019,0.041,0.0027,0.0222,0.011,0,1130,,5.2,750,37,114967.2,9,9,,,,,,
AUS_009,66.1141,0.065,18.05,1.76,0.49,12.13,0.22,0.06,,0.88,0.007,0.019,0.08,0.036,0.036,0.0018,0.0241,0.027,0,1130,,4.8,600,314,127.5,13,20,,,,,,
AUS_009,66.1141,0.065,18.05,1.76,0.49,12.13,0.22,0.06,,0.88,0.007,0.019,0.08,0.036,0.036,0.0018,0.0241,0.027,0,1130,,4.8,600,265,635.2,10,23,,,,,,
AUS_009,66.1141,0.065,18.05,1.76,0.49,12.13,0.22,0.06,,0.88,0.007,0.019,0.08,0.036,0.036,0.0018,0.0241,0.027,0,1130,,4.8,600,216,4244.4,8,19,,,,,,
AUS_009,66.1141,0.065,18.05,1.76,0.49,12.13,0.22,0.06,,0.88,0.007,0.019,0.08,0.036,0.036,0.0018,0.0241,0.027,0,1130,,4.8,600,196,6743.2,7,14,,,,,,
AUS_009,66.1141,0.065,18.05,1.76,0.49,12.13,0.22,0.06,,0.88,0.007,0.019,0.08,0.036,0.036,0.0018,0.0241,0.027,0,1130,,4.8,600,176,10219.4,6,17,,,,,,
AUS_009,66.1141,0.065,18.05,1.76,0.49,12.13,0.22,0.06,,0.88,0.007,0.019,0.08,0.036,0.036,0.0018,0.0241,0.027,0,1130,,4.8,600,157,17813.2,5,7,,,,,,
AUS_009,66.1141,0.065,18.05,1.76,0.49,12.13,0.22,0.06,,0.88,0.007,0.019,0.08,0.036,0.036,0.0018,0.0241,0.027,0,1130,,4.8,600,137,26591,4,8,,,,,,
AUS_009,66.1141,0.065,18.05,1.76,0.49,12.13,0.22,0.06,,0.88,0.007,0.019,0.08,0.036,0.036,0.0018,0.0241,0.027,0,1130,,4.8,600,118,51151.4,3,6,,,,,,
AUS_009,66.1141,0.065,18.05,1.76,0.49,12.13,0.22,0.06,,0.88,0.007,0.019,0.08,0.036,0.036,0.0018,0.0241,0.027,0,1130,,4.8,600,108,119007.4,5,5,,,,,,
AUS_009,66.1141,0.065,18.05,1.76,0.49,12.13,0.22,0.06,,0.88,0.007,0.019,0.08,0.036,0.036,0.0018,0.0241,0.027,0,1130,,4.8,650,265,45.5,13,19,,,,,,
AUS_009,66.1141,0.065,18.05,1.76,0.49,12.13,0.22,0.06,,0.88,0.007,0.019,0.08,0.036,0.036,0.0018,0.0241,0.027,0,1130,,4.8,650,216,387.5,9,16,,,,,,
AUS_009,66.1141,0.065,18.05,1.76,0.49,12.13,0.22,0.06,,0.88,0.007,0.019,0.08,0.036,0.036,0.0018,0.0241,0.027,0,1130,,4.8,650,176,1465.8,8,15,,,,,,
AUS_009,66.1141,0.065,18.05,1.76,0.49,12.13,0.22,0.06,,0.88,0.007,0.019,0.08,0.036,0.036,0.0018,0.0241,0.027,0,1130,,4.8,650,137,14475,9,19,,,,,,
AUS_009,66.1141,0.065,18.05,1.76,0.49,12.13,0.22,0.06,,0.88,0.007,0.019,0.08,0.036,0.036,0.0018,0.0241,0.027,0,1130,,4.8,650,108,47577.6,16,25,,,,,,
AUS_009,66.1141,0.065,18.05,1.76,0.49,12.13,0.22,0.06,,0.88,0.007,0.019,0.08,0.036,0.036,0.0018,0.0241,0.027,0,1130,,4.8,650,88,100287.6,13,23,,,,,,
AUS_009,66.1141,0.065,18.05,1.76,0.49,12.13,0.22,0.06,,0.88,0.007,0.019,0.08,0.036,0.036,0.0018,0.0241,0.027,0,1130,,4.8,650,78,131866.4,9,19,,,,,,
